Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSBTAG00000003217	0.0586247	-0.552236	-0.321187	0.411222	-0.172424	-0.0157563	0.591754	-0.286381	-0.116107	-0.822859	0.409532	-0.174224	-0.0904523	1.08049
ENSBTAG00000003219	0.361927	-1.19879	-0.125825	0.667357	0.44843	-0.0880493	-0.0650513	0.23342	-0.557104	-0.040239	-0.473333	0.412467	0.923778	-0.498987
ENSBTAG00000003220	-0.544833	0.405017	-0.462546	0.318921	0.209088	0.462516	-0.388165	-0.576417	0.767343	-0.576417	0.759358	0.242493	-0.576417	-0.0399393
ENSBTAG00000003231	-0.530572	-0.0684733	0.25847	-0.007699	0.481079	0.262611	-0.395416	-0.899923	0.491537	0.002759	0.567623	0.173033	-0.899923	0.564891
ENSBTAG00000003234	0.565032	-0.389034	-0.106601	0.0730647	-0.29314	0.488328	-0.33765	0.350962	-1.20036	-0.101745	0.521236	-0.297674	0.913094	-0.185516
ENSBTAG00000003236	0.140829	-0.029447	-0.39565	0.49077	-0.311879	0.709078	-0.603703	-0.76948	-0.76948	0.499405	0.952111	-0.403277	0.527791	-0.0370733
ENSBTAG00000003237	-0.67086	0.438169	0.424563	-0.220883	0.301989	-0.0642153	-0.208761	0.454619	-0.56022	-0.389946	-0.389946	0.820822	-0.277788	0.342461
ENSBTAG00000003238	-0.586012	0.74611	0.602486	-0.123914	0.226027	-0.0177627	-0.846932	-1.40142	-0.43185	-0.00996067	1.04051	1.45838	-0.297161	-0.358496
ENSBTAG00000003240	-0.312953	-0.0305207	0.390451	0.027597	-0.357464	0.027597	0.255296	0.223882	-0.753675	0.149007	0.713872	0.149007	0.637786	-1.11988
ENSBTAG00000003244	-0.282106	-0.118565	0.272536	0.0320963	0.442811	-0.356487	0.00971667	0.140385	-0.620408	-0.254204	-0.50825	0.990093	0.760636	-0.50825
ENSBTAG00000003253	-0.280952	0.056248	0.120372	0.582468	0.181146	-0.682277	0.0229933	-0.385183	-1.11759	0.0198243	0.992315	1.09072	-0.385183	-0.214908
ENSBTAG00000003260	0.171069	-0.753128	0.21033	0.014401	0.51241	0.171069	-0.32615	-0.058008	-0.170165	0.112267	0.262929	0.109535	0.562243	-0.818801
ENSBTAG00000003261	0.13473	-0.427404	-0.546296	0.865762	0.00644733	-0.180091	0.146852	-0.0837027	-1.6519	0.050078	0.899416	1.28092	-0.363403	-0.131403
ENSBTAG00000003275	-0.214126	0.639941	-0.251901	-0.081626	-0.156007	-0.0275867	0.0913053	0.383897	-0.236353	-1.05526	0.280513	-0.124195	-0.040424	0.791823
ENSBTAG00000003278	0.510703	0.00409433	0.145984	-0.831082	0.010829	-0.182444	0.341913	0.318573	0.0918257	0.355068	-1.19625	0.64021	0.421958	-0.631386
ENSBTAG00000003281	0.226502	0.306889	0.300883	-0.498416	0.0244567	0.002944	-0.363261	-0.496372	0.314833	0.244809	0.132651	0.0941467	-0.101782	-0.188285
ENSBTAG00000003282	0.431435	0.454433	0.319278	0.139612	-0.814456	0.380052	-0.910351	0.062013	0.402562	0.46702	0.993081	0.148516	-1.0366	-1.0366
ENSBTAG00000003290	-0.278514	0.199847	-0.488051	0.074083	0.379513	-0.047465	0.160586	0.649218	-0.169692	-1.2683	0.562715	0.478944	-0.535895	0.283015
ENSBTAG00000003297	-0.278928	0.194343	0.41327	-0.42959	0.0480147	-0.42959	0.482482	0.597723	-0.083861	0.385727	0.564774	0.301955	-1.24936	-0.516955
ENSBTAG00000003299	0.0968453	0.357765	0.306382	0.18749	-0.500409	0.148229	-0.596302	0.653075	-0.419881	-0.786084	-0.249606	-0.249606	0.286872	0.765233
ENSBTAG00000003301	-0.115315	0.517059	0.446819	-0.189696	-1.018	-0.420746	0.779878	-0.338214	0.930671	-0.338214	0.0279893	0.0279893	-0.338214	0.0279893
ENSBTAG00000003312	-0.219515	-0.485684	0.14669	-0.241027	-0.0235853	0.258846	0.564276	-0.127176	0.00702633	0.250233	0.250233	0.0326807	-0.699726	0.286727
ENSBTAG00000003313	-0.543721	0.47112	0.621782	0.127914	-0.77477	-0.23829	0.335965	0.383436	0.325319	0.758413	-0.605748	-1.33815	-0.605748	1.08248
ENSBTAG00000003319	-0.147045	0.0394937	0.293541	0.55971	-0.609143	-0.840193	0.703637	-0.775023	-0.238545	0.522248	0.446163	-0.126387	0.580365	-0.408819
ENSBTAG00000003320	-0.149367	-0.0811013	0.320223	0.0446633	0.351993	0.0216657	-0.50808	0.431266	-0.301141	-0.105212	0.0650627	-0.583573	-0.217369	0.710967
ENSBTAG00000003322	0.259789	0.103121	0.0287393	-0.298204	-0.433359	-0.433359	0.773271	0.114944	-0.421534	0.500338	0.14333	-1.15394	-0.421534	1.23839
ENSBTAG00000003327	-0.0995317	-0.51712	-0.0232513	0.0963973	-0.0840253	0.215289	0.412243	0.197926	-0.235167	0.393855	-0.967574	0.648201	0.734405	-0.771645
ENSBTAG00000003329	-0.25712	-0.523289	0.45229	0.311129	0.400909	-0.857725	0.473803	-0.504731	-0.220987	0.742383	0.470443	0.261249	-0.617911	-0.130447
ENSBTAG00000003331	-0.328369	0.281007	0.112217	0.721592	-0.64319	0.281007	-0.424263	0.0416607	0.153818	-0.0704967	-0.411046	0.418282	-0.173881	0.0416607
ENSBTAG00000003334	-0.169889	0.0364567	-0.417201	-0.0603877	0.755628	0.346977	-0.491583	0.328119	0.0456863	0.282852	0.257683	-0.188747	-0.217133	-0.508461
ENSBTAG00000003335	0.206854	-0.15935	-0.0933263	0.329428	0.132473	-0.368886	-0.0471923	-0.353852	0.0792413	0.0704683	0.240743	0.0961227	-0.032916	-0.0998063
ENSBTAG00000003336	-0.161282	-0.235663	-0.511223	0.048254	0.762912	-0.392332	0.489331	0.019297	-0.346906	-0.346906	0.72605	0.472004	-0.71311	0.189572
ENSBTAG00000003341	0.089043	-0.0298487	-0.57572	0.398155	0.245711	-0.120493	-0.006851	0.556185	0.505567	-0.631847	-0.754422	0.14826	0.282041	-0.105786
ENSBTAG00000003353	0.175824	0.489887	0.32987	-0.472813	-0.0783613	-0.270149	-0.174255	-0.811831	-0.445628	-0.33347	1.01029	0.398937	-0.0794243	0.261125
ENSBTAG00000003357	0.387986	0.14143	0.600872	0.334703	0.0507857	-0.0451083	-1.47067	-0.15839	-0.524594	-0.440822	0.940221	0.828064	0.162546	-0.807026
ENSBTAG00000003369	-0.169093	-0.551561	0.13223	0.495665	0.299738	-0.00200867	-0.20497	-0.017815	-0.374918	-0.271533	1.0042	0.994965	-1.90662	0.571724
ENSBTAG00000003370	-0.551441	0.367506	0.062076	-0.124462	0.577534	0.756706	-1.08792	-0.0394243	0.712174	-0.405628	0.243008	0.13085	0.13085	-0.771831
ENSBTAG00000003377	0.0271257	-0.116961	0.245102	0.345135	0.526699	-0.543939	-0.483165	-0.258814	-0.0885407	-0.258815	0.135774	-0.0628863	0.596167	-0.062886
ENSBTAG00000003378	-0.680323	0.937023	0.549306	-0.815478	0.243875	0.44592	-0.680323	0.290879	0.290879	-0.564103	-0.393828	-0.451945	0.14265	0.685469
ENSBTAG00000003380	-1.49886	-1.13265	0.184427	1.15943	0.232127	0.897783	0.157747	-0.515818	-0.515818	0.216589	0.557138	-0.515818	0.753067	0.02066
ENSBTAG00000003382	0.245035	-0.0305247	0.07476	-0.344727	0.448454	-0.820433	0.427434	0.0960987	0.0960987	-0.873473	0.658231	-0.074176	-0.420767	0.517987
ENSBTAG00000003387	0.035846	-0.201937	-0.14382	0.179773	-0.106043	-0.0222717	0.258455	0.054048	0.693912	0.082433	-0.462818	-0.068229	-0.549321	0.249976
ENSBTAG00000003392	-0.399316	-0.681749	0.11755	0.869572	0.564142	-0.093885	-0.376318	-1.14982	-0.330907	0.619053	1.04094	-0.41741	-0.247135	0.485272
ENSBTAG00000003395	0.673619	0.115627	0.16701	0.0805067	0.13189	-0.651903	-0.516747	0.124672	-0.607735	-0.289231	-0.344915	0.605044	0.471263	0.0409007
ENSBTAG00000003396	0.520481	0.163474	-0.179733	-0.023065	0.174349	-0.118959	-0.536547	-0.496719	0.23842	0.434349	-0.15617	-0.214287	0.350577	-0.15617
ENSBTAG00000003397	-0.293052	-0.129512	-0.180895	-0.0457397	0.200816	0.208307	0.240077	0.443706	-0.575573	-0.829619	0.28506	0.274435	0.2986	0.103388
ENSBTAG00000003398	0.182889	0.2255	-0.301588	0.211893	-0.00554867	0.145113	-0.458258	-0.413348	-0.779552	0.414335	-0.583623	0.807838	0.0650127	0.489334
ENSBTAG00000003403	-0.246614	-0.285875	-0.0608323	0.850231	-0.246614	0.217461	-0.227757	0.785503	-0.0186557	0.151619	-0.535521	-0.817953	-0.111201	0.546208
ENSBTAG00000003405	0.116046	-0.301542	-0.0568857	-0.070493	0.0997823	0.283589	-0.070493	-0.84066	-1.09471	0.338477	1.30632	0.16001	-0.0890617	0.219616
ENSBTAG00000003409	0.072185	0.0730513	-0.33853	0.27233	0.281721	0.320982	-0.681737	1.13635	-0.722157	-0.551883	-0.233379	-0.118789	0.393102	0.0967537
ENSBTAG00000003430	-0.471994	-0.494991	0.12526	0.503586	-0.11518	0.372572	0.0807493	-0.331208	0.523775	-0.501482	-0.0487757	0.0633817	0.87956	-0.585254
ENSBTAG00000003434	-0.221661	-0.0121263	-0.009359	0.250693	0.24837	-0.326946	0.0710283	0.374698	0.374698	0.290926	0.232809	0.290926	-1.43067	-0.133394
ENSBTAG00000003435	-0.179338	-0.776592	-0.314492	0.186868	0.758468	-0.083443	0.408526	-0.402886	-0.402886	0.67007	-0.402886	-0.402886	-0.0366827	0.978156
ENSBTAG00000003436	0.426223	-0.0840677	-0.0840677	0.146981	0.223262	-0.238836	-0.389498	0.391202	-0.462846	0.015103	-0.214779	0.160622	0.103957	0.00674333
ENSBTAG00000003442	-0.00242367	-0.057948	-0.445665	0.148238	0.108977	0.381152	-0.132329	-0.089396	0.126146	0.29642	-0.52249	-0.011666	0.212649	-0.011666
ENSBTAG00000003446	0.04337	-0.00433	0.116269	-0.0182917	-0.30132	0.221551	-0.057248	-0.880959	-0.567459	-0.101519	1.32267	-0.107846	0.439277	-0.104166
ENSBTAG00000003454	-0.776223	-0.736963	0.76909	0.602498	0.0589523	-0.0830757	0.165722	0.5337	0.13911	0.692346	-0.114936	-0.201439	-0.0311647	-1.01762
ENSBTAG00000003455	0.427863	0.123918	-0.739505	-0.00436433	0.406349	-0.33818	0.123918	-1.29043	0.411545	0.456812	0.701962	0.177112	-0.753956	0.296955
ENSBTAG00000003460	-1.62749	0.556201	0.250771	-0.0924353	0.135264	1.04041	-0.262711	-0.44809	0.43498	0.55662	0.19135	0.284318	0.247823	-1.267
ENSBTAG00000003467	-0.29428	0.434583	-0.008463	0.0468663	-0.008463	-0.161781	-0.008463	-0.131504	-0.301778	-0.179203	0.413747	0.0671567	0.346857	-0.215275
ENSBTAG00000003472	-0.218934	-0.3986	0.41344	0.18239	-0.083779	0.250037	-0.144553	0.73588	-1.01137	-0.645163	0.710225	0.06159	-0.108685	0.257519
ENSBTAG00000003474	-0.740218	0.197918	0.0753443	0.435236	0.527185	-0.3525	-0.142964	0.703546	-0.632229	-0.632229	0.0745233	-0.29168	0.533272	0.244798
ENSBTAG00000003479	-0.276364	-0.141209	0.247375	0.211498	-0.327748	0.112838	0.173612	-0.614067	-0.12802	0.00576	-0.130563	-0.12802	0.647113	0.347799
ENSBTAG00000003489	-0.0216307	-0.313454	-0.0824053	-0.140522	0.270193	-0.117525	0.405348	0.321999	-0.69284	-0.69284	0.858477	-0.326637	0.858477	-0.326637
ENSBTAG00000003490	0.475619	-0.334851	0.052866	-0.0131577	-0.395625	0.105733	0.109416	1.18355	0.248953	0.28865	0.795522	-0.851685	-0.832495	-0.832495
ENSBTAG00000003495	0.614718	0.0335893	0.190258	0.168745	-0.869095	0.0943637	-0.23258	-0.15637	-0.307032	1.07401	0.142943	-0.955667	0.791579	-0.589464
ENSBTAG00000003505	-0.220715	0.786636	-0.243712	0.302158	-0.295096	0.427923	-0.757195	-1.48323	-0.468395	0.190658	1.38644	0.0680833	0.0680833	0.238359
ENSBTAG00000003506	0.0580053	-0.455477	0.00662167	0.433599	0.672277	-0.625752	-0.0892723	0.0329027	-0.249529	-0.297229	0.784501	0.868272	-1.51841	0.379494
ENSBTAG00000003508	-0.112285	-0.417716	0.105156	0.46197	-0.396204	0.314693	0.0443827	-0.607974	0.098779	1.50193	0.294708	-0.0714957	-0.974177	-0.24177
ENSBTAG00000003509	0.167848	-0.034197	-0.512559	-0.0111993	0.59217	-0.0205897	-0.181474	0.140395	-0.575131	-0.234582	-0.122424	0.178899	-0.122424	0.735269
ENSBTAG00000003511	-0.34399	-0.208835	-0.745316	0.314038	0.59647	0.0222143	0.365421	0.404717	0.404717	-0.816469	0.0862127	0.651077	-0.450265	-0.279991
ENSBTAG00000003512	-1.03284	-0.531477	-0.204534	0.0273813	-0.00773867	0.470782	1.27843	0.281964	-0.950427	-0.131517	-0.0477457	0.0748293	-0.413949	1.18684
ENSBTAG00000003521	0.325191	-0.540049	-0.256131	-0.404894	0.298511	0.131586	0.445788	0.865809	0.488399	-0.562512	0.144241	-0.665896	0.29247	-0.562512
ENSBTAG00000003528	0.528158	-0.16164	0.326113	0.265339	-0.331915	-0.868395	0.242341	-1.34916	-0.446475	1.23092	0.260278	-0.0802713	-0.164043	0.548751
ENSBTAG00000003529	0.112024	-0.214919	-0.327076	0.112024	0.112024	0.397841	-0.191921	-0.656548	0.358291	-0.12007	0.470449	0.442063	-0.656548	0.162362
ENSBTAG00000003531	0.21186	-0.532672	0.398399	0.160477	-0.607053	0.609834	-0.240848	-0.36154	-1.18922	0.0179997	0.281035	0.0518697	1.28503	-0.0851697
ENSBTAG00000003536	0.608455	0.0162917	0.131799	-0.381683	-0.13437	-0.225015	-0.0154783	0.984853	-0.918498	0.369578	0.0510737	-0.38202	0.472962	-0.577949
ENSBTAG00000003544	-0.372799	0.0746597	0.298836	-0.237644	0.431667	-0.333538	0.138818	-0.133075	0.129745	0.53202	0.381358	-0.191192	-0.303349	-0.415507
ENSBTAG00000003551	0.016447	0.173115	-0.0228143	-0.0579343	0.34339	0.298879	-0.751082	-0.49658	-0.49658	0.506631	0.347984	0.79796	0.261481	-0.920901
ENSBTAG00000003553	-0.59552	0.0574163	0.006033	0.226666	0.2104	-0.15052	0.245526	-1.7211	0.769737	0.32251	-0.33297	0.701324	0.073287	0.187214
ENSBTAG00000003555	0.291129	0.522178	-0.0588123	0.0815923	0.482917	-0.341245	-0.97776	0.34628	-0.165029	0.201174	0.134284	0.201174	-1.1346	0.416717
ENSBTAG00000003556	0.411612	-0.539265	0.224157	0.0444913	0.00660533	-0.0541687	-0.0934297	-0.199958	-0.35062	0.118546	0.656514	-1.3398	0.649763	0.465561
ENSBTAG00000003559	-0.896987	-0.421281	0.162366	0.28813	0.573947	0.236747	0.0570813	0.099181	0.521069	0.465385	-1.17848	-0.275796	0.249843	0.118794
ENSBTAG00000003564	0.323099	-0.170769	-0.282926	0.200685	-0.662738	0.069671	0.522974	-0.536625	-0.103531	0.474669	0.224168	0.703751	-0.790671	0.0282387
ENSBTAG00000003568	-0.289156	-1.42289	-0.459432	0.761756	0.504027	0.828646	0.0770487	-0.101355	-0.833762	-0.467559	0.351351	-0.101355	0.913484	0.239194
ENSBTAG00000003575	-0.127325	-0.0151673	0.530703	0.897932	-0.567911	-0.56791	-0.150322	-0.752298	-0.752298	0.150384	1.55577	-0.273937	0.092266	-0.0198913
ENSBTAG00000003580	-1.5353	0.278843	-0.424561	0.509892	0.037537	0.424415	0.709171	-0.661017	0.353822	0.803797	-1.19749	0.0713897	-0.465088	1.09459
ENSBTAG00000003589	-0.358124	0.133844	-0.148589	-0.358124	0.00808	0.409404	0.31351	0.242078	-0.0403537	1.35354	0.39274	-0.714644	-0.518715	-0.714644
ENSBTAG00000003592	0.259449	-0.0229837	-0.254033	-0.0837573	0.147292	0.0729103	-0.118878	-0.209259	-0.745737	-0.0133303	0.327219	-0.745737	0.693422	0.693422
ENSBTAG00000003593	-0.0570807	-0.236746	-0.129978	0.376013	0.167962	-0.002313	-0.117855	-0.0162143	0.433761	-0.128372	0.998625	-0.298646	-1.03105	0.041903
ENSBTAG00000003594	0.019328	0.294888	0.0423257	-0.115827	-0.263105	0.054448	-0.0320553	-0.0843243	-0.0674427	-0.0286393	0.435676	0.205794	0.009865	-0.470928
ENSBTAG00000003595	-0.175023	0.432487	0.0628987	-0.270917	-0.145153	-0.135762	0.231468	0.301208	-0.206884	0.731869	0.159319	-0.431199	0.0471617	-0.601474
ENSBTAG00000003600	-0.465468	-0.465468	0.138659	0.0358917	0.196776	0.206167	0.353444	-1.07334	0.259999	0.259999	0.458359	-0.170664	0.776863	-0.511213
ENSBTAG00000003601	-0.162926	-0.638632	-0.407583	0.164017	0.438009	0.045125	0.561991	-0.733187	0.564084	0.169494	0.451926	0.451926	-0.903462	-0.000780333
ENSBTAG00000003604	0.085722	0.014691	-0.116323	0.316771	-0.333765	-0.148711	0.181616	0.585025	-0.00510867	0.276448	-0.086373	0.752411	-1.17507	-0.347327
ENSBTAG00000003608	-0.375857	-0.240702	0.125503	0.896713	0.531241	0.30238	-1.23928	0.773104	0.133239	-0.41201	1.49615	0.124467	-0.996189	-1.11876
ENSBTAG00000003619	0.0304013	0.21694	-1.39516	0.0304017	-0.00885967	0.790439	0.335832	2.08919	0.150146	-2.01544	-0.634401	-0.0506457	-0.0979227	0.559074
ENSBTAG00000003624	-1.12294	-0.168873	-0.145875	0.316223	0.162211	0.239054	0.720202	-1.54645	-0.277563	0.175143	-0.361335	0.521734	0.521734	0.966735
ENSBTAG00000003626	-0.437023	0.181743	0.041338	0.0250747	-0.205974	0.025075	0.369765	-0.7658	0.408473	-0.175282	0.492245	-0.00500733	-0.117165	0.162536
ENSBTAG00000003629	0.560917	0.219575	-0.055984	-0.091104	-0.226259	-0.255264	-0.151878	-1.41499	-0.476232	-0.269097	0.0915507	1.17355	0.347722	0.547495
ENSBTAG00000003635	-0.14037	-0.320036	0.0582907	0.540195	-1.10383	0.359614	0.606137	1.4067	-0.0718027	-0.493692	-1.03853	-0.243191	0.483923	-0.0434097
ENSBTAG00000003638	0.0184933	0.426552	-0.720788	0.181896	0.0508817	0.458322	-0.415358	-0.508098	-0.0837777	0.310812	0.506741	0.112152	-0.254052	-0.0837777
ENSBTAG00000003639	0.309473	0.216346	-0.502565	-0.043123	-0.124238	-0.136361	0.280469	-0.845373	0.732683	0.612044	0.529924	0.00162467	-0.10176	-0.929145
ENSBTAG00000003640	-0.54231	-0.271999	0.456269	0.556304	-0.367893	0.0848153	0.0848153	0.46486	0.718906	0.249318	0.445247	-0.720254	-0.720254	-0.437822
ENSBTAG00000003645	-0.240534	0.274433	-0.0917713	0.800987	-0.240534	-0.00948433	-0.493096	0.393795	-0.601431	-0.235227	-0.0649527	0.217479	0.413408	-0.12307
ENSBTAG00000003649	-0.0335103	-0.078021	0.348957	-0.474096	-0.0942843	0.534739	-0.203786	1.42196	0.271461	-0.260043	-0.17354	0.050775	-0.880292	-0.430317
ENSBTAG00000003651	0.654395	-0.0611313	-0.48811	0.199788	0.169918	-0.257061	-0.217799	0.221919	-0.006473	0.0772987	-0.05174	-0.0902443	-0.484834	0.334076
ENSBTAG00000003658	0.563265	0.884959	-0.400193	0.061905	-0.631243	0.383599	-0.862293	0.0559793	0.762732	-0.310224	-0.310224	-0.310224	-0.310224	0.422183
ENSBTAG00000003661	0.497039	-0.0488313	-0.331264	-0.100215	-0.0258337	-0.060954	0.0700603	-0.883159	-0.234523	-0.346681	-0.346681	0.215452	0.301956	1.29364
ENSBTAG00000003665	-0.2129	0.149954	0.309971	0.014799	-0.51833	0.177583	0.078923	0.0252827	0.391486	0.128668	0.128667	-0.237536	0.449604	-0.886172
ENSBTAG00000003666	-0.667156	0.832782	-0.361725	0.139635	-0.436105	0.100374	0.392197	0.229397	0.0138553	0.511829	0.868837	-0.053035	-1.15165	-0.419238
ENSBTAG00000003667	-0.202356	-0.552297	-0.29825	0.623621	0.0449563	0.198968	0.185361	-0.987585	-0.987585	1.19276	1.00873	-0.255178	-0.451107	0.479961
ENSBTAG00000003668	0.398453	0.375455	0.188916	-0.138027	-1.19738	0.093022	0.279561	-0.984133	-0.129151	1.19266	0.547572	-0.984133	0.39691	-0.0397293
ENSBTAG00000003671	-0.0478093	-0.441643	0.0204557	-0.0727063	0.556934	0.234623	-0.249854	0.266619	-0.465788	-1.00227	-0.523905	0.359164	0.658477	0.707698
ENSBTAG00000003675	0.250675	-0.130304	-0.671198	0.304978	0.188875	-0.01317	0.070143	0.822742	0.694404	-0.775853	-0.493421	0.588308	0.305876	-1.14206
ENSBTAG00000003676	0.080492	0.823649	0.157529	-0.015402	-0.150557	-0.0384	-0.857313	0.112944	0.348393	0.694691	-0.356222	-0.526496	-0.375835	0.102526
ENSBTAG00000003682	-0.240603	0.38842	-0.179829	0.0160997	0.433687	0.298532	-0.716309	0.602553	0.320121	0.0120343	0.526467	0.124192	-0.524444	-1.06092
ENSBTAG00000003684	-0.0701553	0.110377	0.645153	-0.261943	-0.336324	-0.21056	0.12345	0.777783	0.157533	-0.407331	-0.407331	0.241304	-0.491103	0.129147
ENSBTAG00000003687	0.563486	0.344915	0.272019	-0.239757	-0.330402	0.442293	-1.05255	0.181693	-0.762712	0.148744	0.0922713	0.396812	0.311312	-0.368122
ENSBTAG00000003691	-0.519059	0.435008	0.451272	0.187696	0.156258	-0.750108	0.0389333	0.299036	0.578737	-0.886077	0.494965	0.212533	-0.886077	0.186879
ENSBTAG00000003693	-0.063949	-0.249731	-0.030804	0.183363	-0.0186817	0.355151	-0.17535	0.48482	-0.0545767	-0.260923	0.577303	-0.515269	-0.543355	0.312003
ENSBTAG00000003696	0.355791	0.098062	0.384635	0.32386	0.368372	-0.168107	-1.36261	0.191815	-0.232505	1.47746	-0.344663	0.133698	-0.344663	-0.881141
ENSBTAG00000003700	-0.0879667	-0.223122	0.187593	0.357866	0.270746	-0.40966	-0.0954577	-0.970138	-0.311085	0.787526	0.327133	-0.43366	0.497408	0.102819
ENSBTAG00000003701	-0.125184	-0.311723	0.852189	0.430074	-0.437488	-0.629276	0.221406	-0.405189	-0.329598	1.66231	0.120085	0.120085	-0.214816	-0.952873
ENSBTAG00000003705	0.149557	0.250618	0.438704	0.346511	-0.582851	-0.27742	-0.325121	-1.30504	-0.986534	0.0814477	1.08214	0.508394	0.0293903	0.590201
ENSBTAG00000003710	-0.248266	-0.248265	-0.061727	-0.003609	-0.187492	0.580037	0.169322	-1.01359	-0.0825213	-0.364953	1.46963	-0.110906	0.297019	-0.194679
ENSBTAG00000003712	0.454535	-0.423444	-0.233521	0.269703	-0.0342437	0.149105	-0.182138	1.15255	-1.12678	-1.06525	0.79135	-0.0276663	-0.079403	0.355207
ENSBTAG00000003715	-0.717326	-0.621431	-0.255227	0.839245	0.407017	-0.411896	0.759614	-0.374314	0.386479	-0.204039	-0.740517	0.470251	-0.178385	0.640525
ENSBTAG00000003721	0.0178317	-0.213217	-0.273991	-0.313253	-0.042942	0.20437	0.621201	-0.941533	0.857854	-0.0131967	0.439511	-0.405055	-0.189935	0.252354
ENSBTAG00000003727	-0.371619	0.300016	0.014795	0.328402	0.412173	-0.794456	0.110689	-1.31027	-0.801581	0.33859	1.01128	0.0685613	-0.331496	1.0249
ENSBTAG00000003733	-0.199642	-0.58736	0.538881	0.537932	0.08279	0.193242	-0.565847	-0.289629	-0.127061	-0.388039	0.0812213	-0.586401	0.485744	0.824166
ENSBTAG00000003737	0.233821	-0.006619	0.442739	0.747302	-0.459327	-0.594482	-0.363433	0.622475	-0.758568	0.773137	-0.138318	-0.334247	-0.674796	0.510317
ENSBTAG00000003740	-0.624663	-0.528768	0.23876	-0.0881827	-0.162564	0.313142	0.852277	0.592656	0.198066	-0.0559797	0.422381	-1.24109	-0.508686	0.592656
ENSBTAG00000003743	-0.064293	-0.430497	-0.356117	0.411413	0.663975	0.301911	-0.526392	0.445247	-0.916183	0.294585	0.445247	0.548631	0.0986557	-0.916183
ENSBTAG00000003748	0.006146	-0.224902	1.23577	-0.150522	-0.320797	-0.455953	-0.089748	-0.989268	-0.340632	0.053957	0.665013	0.025572	-0.340632	0.92599
ENSBTAG00000003751	0.198207	-0.107225	-1.1058	0.983898	-0.0464497	-0.181605	0.25898	-1.22632	-0.493914	0.0709497	-0.493914	0.408767	0.976343	0.75809
ENSBTAG00000003763	-0.224952	0.242396	0.700727	-0.0776747	-0.285726	0.422928	-0.777695	-1.15595	0.845339	0.112932	0.225089	0.308861	-0.253272	-0.082997
ENSBTAG00000003771	-0.368065	0.215691	-0.0626347	0.013646	0.204485	-0.245491	0.242371	0.0936287	0.347675	0.677384	0.0936287	-1.45769	0.0936287	0.151746
ENSBTAG00000003773	0.486312	0.480196	0.345041	-0.104935	-0.798083	0.440935	-0.849467	-1.13997	-0.407561	-0.407561	-0.407561	0.157303	1.49823	0.707117
ENSBTAG00000003774	0.978319	-0.199306	0.106125	0.0668633	-0.103412	-0.931715	0.083127	0.796799	-1.00856	0.372478	0.327211	0.064392	-0.276157	-0.276157
ENSBTAG00000003775	0.196189	-0.794898	0.164419	0.219943	-0.06663	0.196189	0.0847883	0.115109	-0.251095	-0.251095	-0.617298	0.285383	-0.421369	1.14037
ENSBTAG00000003776	-0.413808	-0.458318	-0.0177327	0.356487	-0.227269	0.444365	0.316277	0.811654	-0.0756377	0.053401	-0.99751	-0.564416	0.632605	0.139905
ENSBTAG00000003779	0.00236767	-0.167907	0.0238807	-0.0720133	-0.482729	0.119775	0.576623	-1.40736	-0.334408	0.210843	0.834311	0.906686	-0.437792	0.227725
ENSBTAG00000003781	-0.132863	-0.193637	-0.268018	0.284725	0.0672833	0.00229267	0.240215	-0.297707	0.331316	-0.272053	-0.551753	0.232793	0.161041	0.396365
ENSBTAG00000003786	0.113119	0.367166	-0.178704	-0.461137	0.292785	-0.059812	-0.0734193	-0.520812	0.278485	-0.0877183	-0.999173	-0.0964917	0.847913	0.577798
ENSBTAG00000003788	0.122087	-0.0345807	-1.26421	0.27085	0.287113	0.287113	0.331624	0.0679443	-0.0158273	-0.153639	0.620491	0.83561	-0.323914	-1.03067
ENSBTAG00000003791	-0.433103	-1.03036	-0.895202	0.841902	0.565476	0.616859	0.334427	0.487422	-0.462537	0.327987	-0.940898	0.244215	-0.208491	0.552302
ENSBTAG00000003794	-0.162491	0.171324	0.31598	-0.0529903	-0.162491	0.007784	-0.117114	0.395172	-0.535896	-0.169692	0.000582333	-0.535896	0.11274	0.732989
ENSBTAG00000003797	-0.587981	-0.587981	0.776804	0.240324	-0.587981	0.410598	0.336218	-0.604816	0.750572	-0.238612	-0.434541	0.297866	0.297866	-0.0683377
ENSBTAG00000003802	-0.402137	-0.327756	-0.0359323	0.635702	0.612704	0.150606	-0.633186	-0.405003	-0.0387993	1.02332	0.805765	0.497679	-0.575277	-1.30768
ENSBTAG00000003808	-0.231429	0.477983	-0.231429	0.671256	-0.536859	0.156289	-0.305809	-0.479526	-0.479526	0.59343	-0.113323	0.705587	-0.479526	0.252881
ENSBTAG00000003809	0.17303	0.27287	-0.109402	0.156766	-0.045278	0.082386	-0.530374	1.27853	0.480462	-0.0364047	-0.120176	-0.514766	-0.232334	-0.855315
ENSBTAG00000003818	0.124159	0.400585	0.491846	-0.10689	-0.450096	-0.179786	-0.279821	-0.614033	0.819149	0.355539	0.436878	-0.247829	-1.15051	0.400806
ENSBTAG00000003820	-0.219811	0.219661	0.786425	-0.254931	0.050498	-0.421857	-0.159986	-1.6024	0.589845	1.03046	0.973168	-0.633178	-0.0128317	-0.345058
