Loci	homo_sapiens	rattus_norvegicus	Anc4	bos_taurus	Anc3
ENSG00000064687	1	-2	1	1	1
ENSG00000273079	4	4	4	4	4
ENSG00000184898	2	0	2	2	2
ENSG00000170509	4	4	4	4	4
ENSG00000138670	4	4	4	4	4
ENSG00000147488	4	4	4	4	4
ENSG00000160593	4	4	4	4	4
ENSG00000165300	4	4	4	4	4
ENSG00000125703	1	3	1	1	1
ENSG00000170502	2	2	2	2	2
ENSG00000170500	4	4	4	3	3
ENSG00000100221	2	1	1	1	1
ENSG00000181072	4	-2	4	4	4
ENSG00000120756	4	4	4	4	4
ENSG00000076924	1	1	1	1	1
ENSG00000143337	2	2	2	2	2
ENSG00000235194	3	3	3	3	3
ENSG00000134532	0	4	0	0	0
ENSG00000134533	4	1	4	4	4
ENSG00000162599	4	-2	4	2	2
ENSG00000134531	3	-1	3	3	3
ENSG00000128050	1	-1	1	4	4
ENSG00000167645	1	3	3	2	2
ENSG00000167646	1	1	1	1	1
ENSG00000168152	1	-2	1	1	1
ENSG00000143624	2	1	2	2	2
ENSG00000189241	2	2	2	2	2
ENSG00000167642	1	3	3	2	2
ENSG00000167315	2	1	1	1	1
ENSG00000168159	2	2	2	2	2
ENSG00000171453	1	2	1	1	1
ENSG00000111834	4	-2	4	4	4
ENSG00000124251	4	4	4	4	4
ENSG00000171456	1	4	4	4	4
ENSG00000124257	1	2	1	1	1
ENSG00000156273	3	3	3	4	4
ENSG00000188042	0	-2	0	1	1
ENSG00000166997	1	2	1	1	1
ENSG00000058056	3	-2	3	3	3
ENSG00000123700	1	4	4	4	4
ENSG00000100226	3	2	2	2	2
ENSG00000130522	3	3	3	-2	3
ENSG00000068903	0	1	1	1	1
ENSG00000101605	4	4	4	4	4
ENSG00000180448	4	4	4	3	3
ENSG00000243279	3	4	3	3	3
ENSG00000249693	4	4	4	-2	4
ENSG00000069509	2	2	2	2	2
ENSG00000163818	2	2	2	4	4
ENSG00000163815	0	0	0	2	2
ENSG00000163814	3	4	3	3	3
ENSG00000163817	4	4	4	4	4
ENSG00000154102	0	4	0	-2	0
ENSG00000163811	2	2	2	2	2
ENSG00000163810	4	4	4	-2	4
ENSG00000168333	4	-2	4	4	4
ENSG00000163812	1	4	1	2	2
ENSG00000105428	4	3	4	4	4
ENSG00000167914	4	4	4	4	4
ENSG00000146830	4	4	4	4	4
ENSG00000214814	4	4	4	4	4
ENSG00000184402	4	1	1	2	2
ENSG00000196531	2	2	2	-2	2
ENSG00000105426	4	4	4	4	4
ENSG00000105427	4	0	4	4	4
ENSG00000094755	0	4	4	4	4
ENSG00000166428	4	4	4	4	4
ENSG00000112303	4	-2	4	4	4
ENSG00000027697	2	2	2	3	3
ENSG00000198792	2	-2	2	2	2
ENSG00000114248	4	4	4	0	0
ENSG00000091986	2	4	2	3	3
ENSG00000039987	4	4	4	4	4
ENSG00000046604	4	4	4	4	4
ENSG00000197958	2	-2	2	2	2
ENSG00000177889	2	-1	2	1	1
ENSG00000177888	0	0	0	0	0
ENSG00000177885	2	2	2	2	2
ENSG00000119760	1	1	1	1	1
ENSG00000176971	4	4	4	4	4
ENSG00000065883	1	2	1	1	1
ENSG00000024526	2	2	2	2	2
ENSG00000019995	4	4	4	4	4
ENSG00000019991	4	4	4	4	4
ENSG00000162747	4	-2	-2	-2	-2
ENSG00000107593	4	4	4	4	4
ENSG00000198797	4	4	4	4	4
ENSG00000157322	4	4	4	4	4
ENSG00000167094	1	1	1	0	1
ENSG00000105392	4	0	4	4	4
ENSG00000105393	3	1	1	1	1
ENSG00000173611	4	2	4	4	4
ENSG00000147509	4	4	4	4	4
ENSG00000105397	0	4	0	2	2
ENSG00000147059	4	-2	4	4	4
ENSG00000135778	2	2	2	2	2
ENSG00000135953	2	2	2	2	2
ENSG00000135776	2	-2	2	2	2
ENSG00000135775	2	-2	2	2	2
ENSG00000139428	2	2	2	1	1
ENSG00000135773	4	4	4	-2	4
ENSG00000135956	1	2	1	1	1
ENSG00000147050	1	1	1	4	4
ENSG00000152990	3	1	3	4	4
ENSG00000108924	4	3	3	3	3
ENSG00000197774	1	0	1	1	1
ENSG00000146678	3	4	4	4	4
ENSG00000157326	2	2	2	2	2
ENSG00000132749	3	4	3	-2	3
ENSG00000149548	1	1	1	2	2
ENSG00000149547	2	4	2	1	1
ENSG00000132746	4	4	-2	3	-2
ENSG00000146676	1	2	2	2	2
ENSG00000132744	4	1	1	-2	1
ENSG00000146670	1	1	1	1	1
ENSG00000165643	4	4	4	4	4
ENSG00000149541	2	2	2	4	4
ENSG00000132740	2	2	2	2	2
ENSG00000179294	4	1	4	4	4
ENSG00000153029	1	-2	1	2	2
ENSG00000177084	2	2	2	1	1
ENSG00000177082	1	2	1	1	1
ENSG00000165623	4	4	4	-2	4
ENSG00000186468	2	2	2	2	2
ENSG00000237172	4	3	4	-2	4
ENSG00000180773	2	3	3	3	3
ENSG00000163762	2	-2	2	2	2
ENSG00000167861	3	2	3	3	3
ENSG00000167862	1	2	2	3	3
ENSG00000167863	1	2	1	1	1
ENSG00000125975	4	4	4	4	4
ENSG00000136156	3	2	3	3	3
ENSG00000187024	4	1	1	1	1
ENSG00000142039	1	2	2	2	2
ENSG00000138758	4	2	4	1	1
ENSG00000146477	4	4	4	4	4
ENSG00000162148	4	4	4	4	4
ENSG00000166199	2	1	1	1	1
ENSG00000188629	4	3	0	2	2
ENSG00000180035	1	1	1	1	1
ENSG00000184277	1	3	1	1	1
ENSG00000239900	1	2	1	4	1
ENSG00000101916	4	4	4	-2	4
ENSG00000166197	1	1	1	1	1
ENSG00000188620	4	1	4	4	4
ENSG00000245848	4	1	1	-2	1
ENSG00000138759	3	0	3	4	4
ENSG00000185774	4	4	4	4	4
ENSG00000174343	4	4	4	4	4
ENSG00000165424	1	2	2	2	2
ENSG00000090054	2	1	2	2	2
ENSG00000101096	3	4	4	4	4
ENSG00000232070	4	0	0	3	3
ENSG00000175356	4	4	4	4	4
ENSG00000101098	4	3	4	4	4
ENSG00000196296	4	4	4	4	4
ENSG00000214360	4	0	4	4	4
ENSG00000213402	4	4	4	4	4
ENSG00000214367	3	1	1	1	1
ENSG00000112715	3	3	3	1	1
ENSG00000135722	2	2	2	2	2
ENSG00000070495	1	2	2	2	2
ENSG00000074660	3	2	3	3	3
ENSG00000174348	4	-2	4	4	4
ENSG00000118017	4	4	4	4	4
ENSG00000101849	4	4	4	0	0
ENSG00000085741	4	1	4	4	4
ENSG00000080511	4	4	4	4	4
ENSG00000077312	2	1	1	1	1
ENSG00000119943	2	1	2	0	0
ENSG00000101890	4	3	4	4	4
ENSG00000090581	1	1	1	1	1
ENSG00000213171	4	4	4	4	4
ENSG00000060688	1	1	1	1	1
ENSG00000170881	1	1	1	1	1
ENSG00000138468	2	2	2	2	2
ENSG00000137207	1	1	1	1	1
ENSG00000170234	2	2	2	2	2
ENSG00000205186	4	4	4	4	4
ENSG00000134240	4	4	4	4	4
ENSG00000164597	1	1	1	1	1
ENSG00000089639	2	2	2	2	2
ENSG00000164591	4	-2	4	4	4
ENSG00000019186	4	0	0	0	0
ENSG00000138463	0	1	1	1	1
ENSG00000111405	4	4	4	4	4
ENSG00000144747	2	1	2	2	2
ENSG00000144744	4	4	4	2	2
ENSG00000143032	4	4	4	4	4
ENSG00000143442	3	-1	3	1	1
ENSG00000182179	2	2	2	2	2
ENSG00000188340	4	0	4	4	4
ENSG00000182177	4	4	4	4	4
ENSG00000104112	4	3	3	0	0
ENSG00000182175	4	-2	4	4	4
ENSG00000166734	1	1	1	1	1
ENSG00000182173	0	0	0	0	0
ENSG00000062822	4	4	4	4	4
ENSG00000144749	3	4	3	0	0
ENSG00000130826	1	1	1	2	2
ENSG00000166152	4	4	4	4	4
ENSG00000126088	1	2	2	3	3
ENSG00000186889	2	2	2	2	2
ENSG00000139842	0	1	0	0	0
ENSG00000196156	4	4	4	-2	4
ENSG00000122707	3	2	2	2	2
ENSG00000122705	2	1	1	1	1
ENSG00000011677	4	-2	4	4	4
ENSG00000130829	4	4	4	4	4
ENSG00000186881	4	-1	4	4	4
ENSG00000010818	4	4	4	4	4
ENSG00000182308	4	-2	-2	-2	-2
ENSG00000170088	2	3	3	3	3
ENSG00000143119	4	4	4	4	4
ENSG00000010810	4	-2	4	4	4
ENSG00000196900	4	4	4	1	1
ENSG00000157211	4	3	3	3	3
ENSG00000158402	2	2	2	2	2
ENSG00000097021	1	2	2	3	3
ENSG00000178257	4	4	4	4	4
ENSG00000164778	4	4	4	4	4
ENSG00000137440	4	4	4	4	4
ENSG00000095981	4	4	4	4	4
ENSG00000178252	2	2	2	2	2
ENSG00000137449	4	0	0	0	0
ENSG00000181852	1	4	1	1	1
ENSG00000128536	4	4	4	4	4
ENSG00000181856	1	0	0	4	4
ENSG00000120709	2	3	2	2	2
ENSG00000100271	1	2	2	2	2
ENSG00000100276	4	-2	4	4	4
ENSG00000168936	1	1	1	1	1
ENSG00000150594	4	4	4	-2	4
ENSG00000168939	0	0	0	4	4
ENSG00000168938	2	2	2	2	2
ENSG00000120705	1	2	1	1	1
ENSG00000175906	2	2	2	4	4
ENSG00000165949	3	-2	3	2	1
ENSG00000117899	2	2	2	2	2
ENSG00000126883	2	4	4	4	4
ENSG00000126882	4	4	4	4	4
ENSG00000173762	4	4	4	4	4
ENSG00000122566	0	0	0	3	0
ENSG00000144331	4	4	4	4	4
ENSG00000122565	1	3	0	0	0
ENSG00000121039	0	0	0	0	0
ENSG00000110719	3	0	0	0	0
ENSG00000170264	0	4	0	2	2
ENSG00000170265	3	2	2	2	2
ENSG00000170262	4	4	4	4	4
ENSG00000170260	2	1	2	0	0
ENSG00000125845	3	4	4	4	4
ENSG00000204923	1	0	0	0	0
ENSG00000110711	2	2	2	2	2
ENSG00000174233	4	4	4	4	4
ENSG00000196632	0	4	4	4	4
ENSG00000185303	4	4	4	-2	4
ENSG00000110717	1	2	1	1	1
ENSG00000128285	4	4	4	4	4
ENSG00000143434	1	4	4	4	4
ENSG00000144357	2	4	2	2	2
ENSG00000143436	2	2	2	2	2
ENSG00000128283	3	-2	3	3	3
ENSG00000112972	1	3	1	1	1
ENSG00000182504	2	2	2	2	2
ENSG00000185900	2	2	2	4	4
ENSG00000112977	1	2	2	2	2
ENSG00000182500	3	3	3	2	2
ENSG00000125841	3	4	4	4	4
ENSG00000121542	4	1	4	4	4
ENSG00000088543	0	0	0	0	0
ENSG00000151176	2	2	2	3	3
ENSG00000117090	4	-2	4	4	4
ENSG00000117091	4	1	4	4	4
ENSG00000075426	4	3	3	3	3
ENSG00000214215	4	-2	4	4	4
ENSG00000107130	2	4	4	4	4
ENSG00000167895	0	0	0	0	0
ENSG00000073146	1	4	4	4	4
ENSG00000099840	0	0	0	0	0
ENSG00000214642	4	4	4	-2	4
ENSG00000106266	2	2	2	2	2
ENSG00000106263	1	1	1	1	1
ENSG00000091262	4	4	4	4	4
ENSG00000106261	2	2	2	4	4
ENSG00000177076	2	4	2	2	2
ENSG00000203933	4	4	4	4	4
ENSG00000240771	4	3	4	4	4
ENSG00000179965	2	4	2	3	3
ENSG00000106268	0	0	0	1	1
ENSG00000104808	4	2	4	4	4
ENSG00000124215	4	4	4	4	4
ENSG00000100852	0	4	4	4	4
ENSG00000023191	2	2	2	-1	2
ENSG00000163739	3	2	2	4	2
ENSG00000104805	0	3	0	1	1
ENSG00000104804	0	4	0	0	0
ENSG00000247596	3	2	3	-2	3
ENSG00000204219	4	3	4	4	4
ENSG00000113597	1	2	1	1	1
ENSG00000113595	1	1	1	1	1
ENSG00000113594	0	4	4	4	4
ENSG00000113593	2	2	2	1	1
ENSG00000176907	2	0	0	1	1
ENSG00000176900	4	4	4	4	4
ENSG00000176903	2	3	2	2	2
ENSG00000129226	2	4	2	1	1
ENSG00000176909	4	3	4	4	4
ENSG00000129221	4	0	4	4	4
ENSG00000146281	3	1	3	4	4
ENSG00000106400	1	4	1	0	0
ENSG00000106404	0	0	0	4	4
ENSG00000134490	2	-2	2	2	2
ENSG00000177508	4	4	4	3	3
ENSG00000198142	0	2	2	-2	2
ENSG00000143294	1	1	1	2	2
ENSG00000143297	4	4	4	4	4
ENSG00000198146	2	4	4	4	4
ENSG00000139218	1	4	4	4	4
ENSG00000139219	4	4	4	4	4
ENSG00000111445	2	2	2	2	2
ENSG00000139211	0	0	0	0	0
ENSG00000234465	0	0	0	0	0
ENSG00000175018	4	4	4	4	4
ENSG00000179314	3	-2	3	4	4
ENSG00000187840	3	2	3	3	3
ENSG00000131044	4	1	4	4	4
ENSG00000135547	4	4	4	4	4
ENSG00000135540	3	4	4	4	4
ENSG00000135541	0	4	4	4	4
ENSG00000131043	2	2	2	1	1
ENSG00000113621	3	4	3	1	1
ENSG00000135018	2	1	1	1	1
ENSG00000087995	2	-2	-2	-2	-2
ENSG00000140526	1	1	1	1	1
ENSG00000140527	1	4	4	4	4
ENSG00000140525	2	4	4	4	4
ENSG00000140522	4	4	4	4	4
ENSG00000064763	4	4	4	4	4
ENSG00000140521	2	0	2	2	2
ENSG00000169418	4	-2	4	3	3
ENSG00000163154	0	4	4	4	4
ENSG00000189058	1	3	3	4	4
ENSG00000163156	1	1	1	1	1
ENSG00000163157	4	4	4	4	4
ENSG00000167103	0	-2	0	4	4
ENSG00000135443	4	4	4	4	4
ENSG00000183032	2	4	2	1	1
ENSG00000189051	4	4	4	4	4
ENSG00000189050	2	0	2	2	2
ENSG00000169836	4	4	4	4	4
ENSG00000163159	2	1	2	2	2
ENSG00000189057	1	-2	1	1	1
ENSG00000189056	4	4	4	4	4
ENSG00000187905	4	4	4	-2	4
ENSG00000109065	2	0	0	1	1
ENSG00000109066	0	3	0	0	0
ENSG00000189299	4	4	4	4	4
ENSG00000111667	1	3	1	1	1
ENSG00000111666	1	2	2	2	2
ENSG00000109062	4	4	4	4	4
ENSG00000111196	2	1	2	2	2
ENSG00000111199	4	2	4	4	4
ENSG00000038358	2	1	1	1	1
ENSG00000111669	3	-2	3	1	1
ENSG00000239732	3	-2	3	4	4
ENSG00000087301	0	4	4	4	4
ENSG00000087302	2	2	2	2	2
ENSG00000087303	1	3	1	1	1
ENSG00000188452	4	4	4	4	4
ENSG00000114019	3	2	3	3	3
ENSG00000166851	2	2	2	2	2
ENSG00000166856	4	4	4	4	4
ENSG00000166855	2	1	2	0	0
ENSG00000114013	4	4	4	4	4
ENSG00000072163	2	4	2	2	2
ENSG00000171433	4	4	4	-2	4
ENSG00000168490	4	-2	4	4	4
ENSG00000261934	4	4	4	-2	-2
ENSG00000168453	4	0	4	4	4
ENSG00000163374	0	-2	-2	0	-2
ENSG00000163376	1	1	1	1	1
ENSG00000163377	4	4	4	-2	4
ENSG00000163378	3	3	3	0	0
ENSG00000116701	4	1	1	3	3
ENSG00000048140	1	2	2	2	2
ENSG00000105983	1	1	1	4	4
ENSG00000105982	1	2	2	4	4
ENSG00000165029	4	4	4	4	4
ENSG00000267796	4	2	4	4	4
ENSG00000068366	3	2	3	4	4
ENSG00000109205	4	4	4	4	4
ENSG00000196184	4	-2	4	4	4
ENSG00000012061	0	0	0	0	0
ENSG00000176273	2	4	2	3	3
ENSG00000083799	2	4	2	2	2
ENSG00000182613	4	4	4	4	4
ENSG00000167755	4	4	4	4	4
ENSG00000056050	3	4	3	3	3
ENSG00000132535	0	4	4	4	4
ENSG00000146063	1	0	0	0	0
ENSG00000136897	0	1	1	1	1
ENSG00000136895	0	4	4	4	4
ENSG00000146066	2	2	2	1	1
ENSG00000178882	4	4	4	4	4
ENSG00000133111	2	-2	2	2	2
ENSG00000105186	2	4	2	2	2
ENSG00000105185	2	-1	2	2	2
ENSG00000133112	2	1	2	0	0
ENSG00000138675	1	3	3	4	4
ENSG00000133114	1	1	1	1	1
ENSG00000133116	4	4	4	4	4
ENSG00000133119	2	2	2	1	1
ENSG00000169026	3	1	1	2	2
ENSG00000172590	2	1	1	1	1
ENSG00000162461	4	4	4	4	4
ENSG00000172594	2	4	2	2	2
ENSG00000166343	4	4	4	3	3
ENSG00000142961	4	1	1	2	2
ENSG00000188906	3	1	1	1	1
ENSG00000166507	1	2	2	4	4
ENSG00000162687	2	4	4	4	4
ENSG00000166503	3	3	3	1	1
ENSG00000182508	4	4	4	4	4
ENSG00000162688	1	1	1	0	1
ENSG00000166508	2	3	3	1	1
ENSG00000090470	2	2	2	2	2
ENSG00000152520	2	1	2	4	4
ENSG00000067829	1	-1	1	1	1
ENSG00000136098	0	4	4	4	4
ENSG00000157005	4	4	4	0	0
ENSG00000152527	4	4	4	4	4
ENSG00000146247	1	4	4	4	4
ENSG00000186509	3	4	3	-2	3
ENSG00000122557	1	1	1	2	2
ENSG00000146242	3	2	3	0	0
ENSG00000162399	4	4	4	4	4
ENSG00000184014	2	2	2	4	4
ENSG00000184012	4	4	4	4	4
ENSG00000163486	4	4	4	0	0
ENSG00000163485	4	4	4	4	4
ENSG00000163482	1	2	2	0	0
ENSG00000091947	2	2	2	2	2
ENSG00000163481	2	1	2	2	2
ENSG00000112367	1	1	1	1	1
ENSG00000112365	4	-2	4	0	0
ENSG00000172375	2	2	2	2	2
ENSG00000162426	4	4	4	4	4
ENSG00000066336	4	4	4	4	4
ENSG00000205078	4	4	4	4	4
ENSG00000172379	4	1	4	4	4
ENSG00000188322	4	-1	4	4	4
ENSG00000054983	2	2	2	2	2
ENSG00000108559	2	0	2	2	2
ENSG00000108557	3	4	4	4	4
ENSG00000091513	4	1	4	4	4
ENSG00000114902	2	1	1	1	1
ENSG00000108001	4	2	4	4	4
ENSG00000114904	1	2	2	4	4
ENSG00000108551	3	1	1	2	2
ENSG00000151952	4	4	4	4	4
ENSG00000204116	1	4	1	1	1
ENSG00000158428	4	0	4	4	4
ENSG00000119537	2	2	2	3	3
ENSG00000119535	4	4	4	4	4
ENSG00000213658	4	4	4	4	4
ENSG00000149090	4	4	4	4	4
ENSG00000137145	2	4	4	4	4
ENSG00000137142	4	4	4	4	4
ENSG00000205420	4	-2	-2	4	-2
ENSG00000206172	4	-2	-2	0	-2
ENSG00000165023	4	4	4	4	4
ENSG00000206177	4	-2	4	4	4
ENSG00000197416	4	4	4	4	4
ENSG00000168952	4	3	4	4	4
ENSG00000074855	0	-2	0	1	1
ENSG00000109572	4	-2	4	4	4
ENSG00000139985	4	-2	4	4	4
ENSG00000139988	4	4	4	4	4
ENSG00000136636	2	3	2	2	2
ENSG00000136634	4	4	4	4	4
ENSG00000151917	0	0	0	4	4
ENSG00000136631	1	1	1	1	1
ENSG00000136630	4	3	4	4	4
ENSG00000185697	1	1	1	4	4
ENSG00000099617	4	1	1	0	0
ENSG00000100075	2	1	1	1	1
ENSG00000145604	1	2	2	2	2
ENSG00000101407	1	4	1	1	1
ENSG00000101405	4	4	4	4	4
ENSG00000153922	0	0	0	0	0
ENSG00000187862	4	4	4	4	4
ENSG00000101400	1	1	1	2	2
ENSG00000100077	4	-2	4	4	4
ENSG00000137561	4	4	4	4	4
ENSG00000164904	0	1	1	4	4
ENSG00000127184	2	2	2	2	4
ENSG00000164902	2	2	2	2	2
ENSG00000164900	4	4	4	4	4
ENSG00000104320	3	2	2	2	2
ENSG00000104321	4	4	4	4	4
ENSG00000180828	4	4	4	1	1
ENSG00000104324	1	2	2	4	4
ENSG00000104325	1	3	3	2	2
ENSG00000001561	4	1	1	1	1
ENSG00000139180	1	2	1	1	1
ENSG00000180822	3	2	2	2	2
ENSG00000139182	4	4	4	4	4
ENSG00000130675	4	3	4	4	4
ENSG00000139187	4	3	4	4	4
ENSG00000122912	1	1	1	2	2
ENSG00000129465	4	0	4	4	4
ENSG00000113360	4	4	4	4	4
ENSG00000113361	4	4	4	4	4
ENSG00000101076	4	4	4	4	4
ENSG00000104059	4	4	4	4	4
ENSG00000185527	1	4	4	4	4
ENSG00000113368	2	2	2	2	2
ENSG00000113369	1	3	3	3	3
ENSG00000185523	4	4	4	4	4
ENSG00000185522	4	4	4	4	4
ENSG00000145741	2	2	2	2	2
ENSG00000145740	3	2	2	2	2
ENSG00000145743	2	0	0	4	4
ENSG00000129460	1	1	1	1	1
ENSG00000101251	4	4	4	4	4
ENSG00000129038	0	0	0	4	4
ENSG00000183597	4	2	4	4	4
ENSG00000101665	0	3	3	3	3
ENSG00000257017	4	-2	-2	-2	-2
ENSG00000179399	4	4	4	4	4
ENSG00000125813	4	-2	4	4	4
ENSG00000105520	4	4	4	4	4
ENSG00000181991	0	1	1	1	1
ENSG00000205246	4	-2	-2	-2	-2
ENSG00000082213	2	2	2	1	1
ENSG00000082212	2	1	2	2	2
ENSG00000179532	4	1	4	4	4
ENSG00000177556	2	1	2	3	3
ENSG00000117472	4	0	4	4	4
ENSG00000113100	4	-2	4	4	4
ENSG00000177558	4	4	4	3	3
ENSG00000113108	1	2	1	1	1
ENSG00000085265	4	4	4	4	4
ENSG00000117475	1	1	1	0	1
ENSG00000168263	4	4	4	4	4
ENSG00000133808	3	3	3	0	0
ENSG00000148606	2	0	0	0	0
ENSG00000133805	4	4	4	4	4
ENSG00000007923	2	2	2	2	2
ENSG00000137100	2	2	2	2	2
ENSG00000139835	4	-2	4	4	4
ENSG00000133800	4	4	4	4	4
ENSG00000137101	4	4	4	4	4
ENSG00000137106	2	2	2	2	2
ENSG00000104635	2	2	2	1	1
ENSG00000159433	1	2	2	4	4
ENSG00000107859	4	4	4	4	4
ENSG00000256053	0	1	1	1	1
ENSG00000132703	4	4	4	4	4
ENSG00000107679	2	2	2	2	2
ENSG00000117280	1	2	2	2	2
ENSG00000162592	4	4	4	4	4
ENSG00000100290	4	4	4	-2	4
ENSG00000107672	2	2	2	2	2
ENSG00000117289	1	1	1	0	1
ENSG00000107854	2	4	2	2	2
ENSG00000068697	3	2	2	2	2
ENSG00000196422	4	-2	4	4	4
ENSG00000169083	3	4	4	4	4
ENSG00000169084	3	3	3	-2	3
ENSG00000125492	4	4	4	4	4
ENSG00000169087	0	0	0	0	0
ENSG00000121931	2	2	2	1	1
ENSG00000008838	0	2	2	1	1
ENSG00000156521	1	1	1	2	2
ENSG00000156831	1	2	2	4	4
ENSG00000139610	4	4	4	4	4
ENSG00000198774	3	3	3	1	1
ENSG00000164010	4	4	4	-2	4
ENSG00000164011	2	2	2	2	2
ENSG00000146352	4	4	4	0	0
ENSG00000100139	0	0	0	0	0
ENSG00000100138	2	0	2	2	2
ENSG00000120049	4	-2	4	4	4
ENSG00000120519	2	0	2	2	2
ENSG00000150782	4	4	4	3	3
ENSG00000155330	3	4	3	3	3
ENSG00000171612	2	0	0	0	0
ENSG00000139613	1	1	1	1	1
ENSG00000197713	2	2	2	0	0
ENSG00000197712	3	4	4	4	4
ENSG00000176049	4	4	4	1	1
ENSG00000123545	1	1	1	1	1
ENSG00000131183	4	4	4	4	4
ENSG00000103111	2	0	0	1	1
ENSG00000131188	3	0	0	2	2
ENSG00000037749	1	1	1	4	4
ENSG00000123892	2	4	4	4	4
ENSG00000176046	4	4	4	4	4
ENSG00000140950	1	4	4	4	4
ENSG00000243477	0	-2	0	0	0
ENSG00000105866	1	0	0	0	0
ENSG00000160867	4	4	4	4	4
ENSG00000110104	1	1	1	1	1
ENSG00000110455	2	2	2	2	2
ENSG00000170522	3	-2	3	3	3
ENSG00000083168	1	1	1	4	4
ENSG00000125726	4	4	4	4	4
ENSG00000163382	3	2	2	2	2
ENSG00000156787	2	1	2	2	2
ENSG00000102802	3	0	3	4	4
ENSG00000175520	4	4	4	4	4
ENSG00000143603	3	3	3	4	4
ENSG00000167664	4	-2	4	4	4
ENSG00000134001	1	1	1	2	2
ENSG00000198556	1	-2	1	2	2
ENSG00000134007	4	-2	4	4	4
ENSG00000198554	1	1	1	1	1
ENSG00000111859	3	4	4	4	4
ENSG00000176532	3	3	3	4	4
ENSG00000161999	2	4	2	2	2
ENSG00000111850	1	1	1	1	1
ENSG00000135597	2	-2	2	1	1
ENSG00000161992	4	4	4	4	4
ENSG00000075223	4	0	0	1	1
ENSG00000171928	2	2	2	2	2
ENSG00000131747	2	4	2	1	1
ENSG00000123091	3	4	3	3	3
ENSG00000123095	4	0	0	0	0
ENSG00000123094	3	0	3	4	4
ENSG00000123096	4	4	4	4	4
ENSG00000138411	0	4	0	3	3
ENSG00000160714	1	2	1	1	1
ENSG00000169621	1	2	2	2	2
ENSG00000160710	2	1	2	4	4
ENSG00000149196	2	2	2	2	2
ENSG00000096088	4	4	4	4	4
ENSG00000136950	3	1	1	2	2
ENSG00000042813	4	2	4	4	4
ENSG00000088826	2	4	2	2	2
ENSG00000083307	4	4	4	4	4
ENSG00000178473	4	4	4	4	4
ENSG00000096080	1	1	1	2	2
ENSG00000065621	0	1	1	4	4
ENSG00000168685	3	-1	3	3	3
ENSG00000007171	4	4	4	4	4
ENSG00000153495	4	4	4	4	4
ENSG00000164175	4	4	4	4	4
ENSG00000007174	4	4	4	4	4
ENSG00000175467	2	1	1	1	1
ENSG00000140459	4	4	4	4	4
ENSG00000175463	0	0	0	0	0
ENSG00000167595	0	1	0	0	0
ENSG00000197860	1	1	1	1	1
ENSG00000105402	2	2	2	2	2
ENSG00000043143	3	0	3	3	3
ENSG00000105401	3	2	3	0	0
ENSG00000143867	4	4	4	4	4
ENSG00000105404	3	2	3	3	3
ENSG00000092345	4	3	4	4	4
ENSG00000143847	4	4	4	4	4
ENSG00000092439	2	3	3	4	4
ENSG00000109381	4	0	4	4	4
ENSG00000145975	4	4	4	4	4
ENSG00000160471	4	4	4	4	4
ENSG00000135916	4	2	2	3	3
ENSG00000132185	4	4	4	4	4
ENSG00000108639	2	3	2	2	2
ENSG00000149380	1	3	3	4	4
ENSG00000132182	4	1	4	4	4
ENSG00000102575	4	-1	4	4	4
ENSG00000222009	0	0	0	0	0
ENSG00000188089	4	4	4	4	4
ENSG00000119703	1	0	0	0	0
ENSG00000143970	2	1	2	0	0
ENSG00000119705	1	1	1	1	1
ENSG00000119707	2	0	2	2	2
ENSG00000153140	1	-2	1	2	2
ENSG00000153147	2	4	2	2	2
ENSG00000139405	1	0	1	1	1
ENSG00000023228	0	1	1	1	1
ENSG00000111276	4	2	2	2	2
ENSG00000205884	4	4	4	-2	4
ENSG00000205883	4	4	4	-2	4
ENSG00000111271	1	4	1	2	2
ENSG00000101981	4	4	4	4	4
ENSG00000135974	1	1	1	2	2
ENSG00000135205	0	4	4	4	4
ENSG00000142002	1	4	1	3	3
ENSG00000135973	4	4	4	4	4
ENSG00000135972	2	1	1	1	1
ENSG00000176281	4	4	4	4	4
ENSG00000131981	3	3	3	3	3
ENSG00000188021	2	1	2	2	2
ENSG00000142552	3	2	3	3	3
ENSG00000131236	1	1	1	2	2
ENSG00000188026	3	2	2	2	2
ENSG00000239697	2	2	2	-2	-2
ENSG00000136404	3	0	3	3	3
ENSG00000132768	2	2	2	2	2
ENSG00000188086	4	4	4	4	4
ENSG00000171847	4	-2	-2	4	-2
ENSG00000108946	3	2	3	0	0
ENSG00000101443	4	3	4	4	4
ENSG00000145217	4	0	4	4	4
ENSG00000184465	0	4	4	4	4
ENSG00000151893	2	3	3	1	1
ENSG00000165997	1	-2	1	1	1
ENSG00000165626	3	4	3	0	0
ENSG00000162676	4	4	4	4	4
ENSG00000163749	4	4	4	1	1
ENSG00000183208	4	-2	4	1	1
ENSG00000158296	4	4	4	2	2
ENSG00000237190	1	2	2	2	2
ENSG00000149043	4	0	4	4	4
ENSG00000167842	0	4	0	1	1
ENSG00000055917	4	1	4	4	4
ENSG00000163743	3	2	2	2	2
ENSG00000177732	4	4	4	-2	4
ENSG00000084652	2	2	2	2	2
ENSG00000101447	3	3	3	3	3
ENSG00000187048	4	4	-2	4	-2
ENSG00000187049	2	0	2	2	2
ENSG00000214694	4	4	4	4	4
ENSG00000115896	2	1	1	1	1
ENSG00000170860	1	1	1	0	1
