Loci	homo_sapiens	rattus_norvegicus	Anc4	bos_taurus	Anc3
ENSG00000124198	3	1	1	1	1
ENSG00000104518	2	2	2	2	2
ENSG00000104517	3	4	3	1	1
ENSG00000100813	2	2	2	1	1
ENSG00000175274	3	4	4	4	4
ENSG00000124196	1	4	4	4	4
ENSG00000171791	0	0	0	1	1
ENSG00000171790	4	4	4	4	4
ENSG00000100814	2	4	4	4	4
ENSG00000100815	2	1	2	2	2
ENSG00000117600	4	4	4	4	4
ENSG00000154065	4	4	4	4	4
ENSG00000163012	4	0	0	1	1
ENSG00000177752	4	-1	4	4	4
ENSG00000107798	2	2	2	2	2
ENSG00000163792	4	2	4	4	4
ENSG00000151687	0	3	3	4	4
ENSG00000239305	2	3	3	1	1
ENSG00000114654	4	4	4	4	4
ENSG00000151689	2	1	1	1	1
ENSG00000114125	3	2	2	2	2
ENSG00000107796	4	-2	4	4	4
ENSG00000145826	4	0	4	4	4
ENSG00000114124	4	-2	4	4	4
ENSG00000174279	4	4	4	-2	4
ENSG00000196678	1	2	1	1	1
ENSG00000170222	2	1	2	0	0
ENSG00000170955	1	2	2	2	2
ENSG00000174276	2	2	2	2	2
ENSG00000082397	4	4	4	4	4
ENSG00000121073	0	1	1	1	1
ENSG00000170953	4	0	4	4	4
ENSG00000163794	4	4	4	4	4
ENSG00000124370	1	1	1	1	1
ENSG00000197106	4	4	4	4	4
ENSG00000171574	1	-2	1	0	0
ENSG00000175054	2	2	2	4	4
ENSG00000111404	4	4	4	4	4
ENSG00000161813	2	4	4	4	4
ENSG00000121318	4	4	4	4	4
ENSG00000142700	4	4	4	4	4
ENSG00000135502	4	4	4	4	4
ENSG00000135503	3	3	3	3	3
ENSG00000187889	4	4	4	4	4
ENSG00000135506	2	2	2	2	2
ENSG00000185013	4	-2	-2	-2	-2
ENSG00000185897	4	4	4	4	4
ENSG00000185015	2	2	2	4	4
ENSG00000123977	0	2	2	4	4
ENSG00000123975	1	1	1	2	2
ENSG00000185019	3	2	3	1	1
ENSG00000140563	4	3	4	4	4
ENSG00000140564	3	0	0	0	0
ENSG00000089234	1	1	1	1	1
ENSG00000156482	2	1	2	2	2
ENSG00000110108	3	2	2	2	2
ENSG00000203970	4	4	4	-2	4
ENSG00000203972	4	4	4	4	4
ENSG00000092067	0	1	0	0	0
ENSG00000184650	4	4	4	4	4
ENSG00000129194	4	-2	4	4	4
ENSG00000115297	4	4	4	4	4
ENSG00000205784	4	4	4	4	4
ENSG00000162511	3	4	3	3	3
ENSG00000092068	0	2	2	4	4
ENSG00000103549	2	1	1	1	1
ENSG00000213424	4	4	4	4	4
ENSG00000169946	3	4	3	2	2
ENSG00000267206	4	4	4	4	4
ENSG00000103540	3	4	3	0	0
ENSG00000239779	1	1	1	2	2
ENSG00000103544	2	1	2	2	2
ENSG00000120800	2	4	2	1	1
ENSG00000114349	4	-2	4	4	4
ENSG00000174903	1	4	4	4	4
ENSG00000102763	2	4	4	4	4
ENSG00000102760	3	4	3	3	3
ENSG00000198108	4	-1	4	1	1
ENSG00000096384	1	4	4	1	1
ENSG00000263136	0	2	0	0	0
ENSG00000198104	4	4	4	4	4
ENSG00000134901	0	1	0	0	0
ENSG00000134900	1	-2	1	1	1
ENSG00000144283	3	4	4	4	4
ENSG00000134905	2	2	2	1	1
ENSG00000109790	4	4	4	4	4
ENSG00000092607	4	-2	4	4	4
ENSG00000109794	4	4	4	4	4
ENSG00000131378	3	4	3	-2	3
ENSG00000147485	4	-2	4	-2	4
ENSG00000131375	2	1	1	1	1
ENSG00000131374	4	2	4	4	4
ENSG00000131373	1	0	1	1	1
ENSG00000147481	4	4	4	4	4
ENSG00000131370	3	4	4	4	4
ENSG00000188306	4	4	4	4	4
ENSG00000123352	0	4	0	4	0
ENSG00000123353	1	1	1	1	1
ENSG00000068885	0	0	0	4	4
ENSG00000123358	1	2	2	3	3
ENSG00000136856	4	2	2	2	2
ENSG00000136854	3	2	3	3	3
ENSG00000110318	0	1	1	4	4
ENSG00000132570	2	2	2	-2	2
ENSG00000110315	2	2	2	2	2
ENSG00000003249	4	4	4	3	3
ENSG00000251322	0	4	0	0	0
ENSG00000136859	2	-2	2	4	4
ENSG00000184271	4	4	4	4	4
ENSG00000164307	2	2	2	1	1
ENSG00000186871	2	-2	2	1	1
ENSG00000167419	4	4	4	4	4
ENSG00000205143	4	4	4	4	4
ENSG00000163110	0	3	0	2	2
ENSG00000167414	4	0	4	4	4
ENSG00000143033	2	2	2	1	1
ENSG00000163113	2	3	2	2	2
ENSG00000118515	4	4	4	-2	4
ENSG00000163116	1	1	1	-2	1
ENSG00000065457	2	4	2	2	2
ENSG00000166548	2	1	2	2	2
ENSG00000172081	2	1	2	2	2
ENSG00000162645	1	0	0	4	0
ENSG00000162643	4	4	4	1	1
ENSG00000162642	1	4	1	3	3
ENSG00000185909	1	1	1	4	4
ENSG00000188766	0	1	0	0	0
ENSG00000188760	4	0	0	0	0
ENSG00000188761	4	0	4	4	4
ENSG00000166546	4	4	4	4	4
ENSG00000182307	2	2	2	1	1
ENSG00000157045	2	3	2	2	2
ENSG00000108774	2	2	2	0	0
ENSG00000078269	2	2	2	4	4
ENSG00000108771	1	1	1	1	1
ENSG00000099246	2	2	2	2	2
ENSG00000184058	4	4	4	-2	4
ENSG00000146282	1	1	1	1	1
ENSG00000146285	4	4	4	4	4
ENSG00000063854	1	1	1	1	1
ENSG00000204022	4	-2	4	1	1
ENSG00000115364	2	3	3	1	1
ENSG00000115365	2	2	2	2	2
ENSG00000184056	2	2	2	2	2
ENSG00000115363	4	2	4	-2	4
ENSG00000096968	1	4	4	4	4
ENSG00000115361	4	1	4	4	4
ENSG00000168495	1	2	2	2	2
ENSG00000168496	1	1	1	1	1
ENSG00000168497	2	2	2	3	3
ENSG00000137648	4	3	4	4	4
ENSG00000168491	3	3	3	3	3
ENSG00000204021	4	4	4	4	4
ENSG00000126259	4	4	4	4	4
ENSG00000159352	2	2	2	2	2
ENSG00000162391	4	4	4	4	4
ENSG00000162390	4	4	4	0	0
ENSG00000121274	3	3	3	4	4
ENSG00000162460	0	4	0	0	0
ENSG00000114948	2	4	4	4	4
ENSG00000162396	1	2	2	0	0
ENSG00000258588	4	-2	4	4	4
ENSG00000162398	4	0	4	4	4
ENSG00000241399	2	2	2	2	2
ENSG00000114942	1	1	1	1	1
ENSG00000088002	4	4	4	4	4
ENSG00000126453	1	3	1	1	1
ENSG00000108511	4	0	4	-2	4
ENSG00000108510	1	0	0	0	0
ENSG00000126456	1	2	2	2	2
ENSG00000126457	0	1	0	3	3
ENSG00000132394	2	2	2	2	2
ENSG00000091009	1	4	1	1	1
ENSG00000126458	0	0	0	4	4
ENSG00000108518	4	0	0	4	0
ENSG00000177106	4	3	4	4	4
ENSG00000129467	3	4	4	4	4
ENSG00000177105	1	1	1	1	1
ENSG00000177103	4	4	4	4	4
ENSG00000145390	1	1	1	3	3
ENSG00000145391	3	1	1	1	1
ENSG00000164303	4	-2	4	4	4
ENSG00000115091	3	2	3	3	3
ENSG00000177108	4	4	4	4	4
ENSG00000150269	4	4	4	4	4
ENSG00000133627	2	4	4	4	4
ENSG00000137103	1	4	4	4	4
ENSG00000141556	1	1	1	2	2
ENSG00000148824	2	1	2	2	2
ENSG00000139618	1	1	1	0	1
ENSG00000141551	2	-2	2	2	2
ENSG00000141552	1	1	1	1	1
ENSG00000180198	2	3	3	4	4
ENSG00000172554	4	4	4	-2	4
ENSG00000138639	4	4	4	4	4
ENSG00000180190	1	3	3	4	4
ENSG00000139946	2	2	2	2	2
ENSG00000117501	4	4	4	4	4
ENSG00000173933	2	4	2	1	1
ENSG00000122484	2	-2	2	1	1
ENSG00000011590	4	4	4	4	4
ENSG00000173930	4	4	4	4	4
ENSG00000122481	1	1	1	1	1
ENSG00000122483	1	4	4	4	4
ENSG00000122482	2	2	2	2	2
ENSG00000185652	4	2	4	4	4
ENSG00000185650	3	0	0	0	0
ENSG00000185658	1	-1	1	1	1
ENSG00000101442	2	2	2	2	2
ENSG00000101335	4	0	0	3	3
ENSG00000154240	2	1	2	2	2
ENSG00000101337	2	2	2	2	2
ENSG00000101331	1	4	4	4	4
ENSG00000101444	2	4	4	3	3
ENSG00000101445	0	4	4	4	4
ENSG00000183431	3	2	3	1	1
ENSG00000145649	4	4	4	4	4
ENSG00000141084	2	2	2	1	1
ENSG00000117507	4	4	4	4	4
ENSG00000214063	3	-2	3	2	2
ENSG00000183434	4	-2	-2	-2	-2
ENSG00000084112	2	0	0	4	4
ENSG00000127507	4	-2	4	4	4
ENSG00000180228	1	1	1	1	1
ENSG00000164941	2	2	2	2	2
ENSG00000137814	1	-2	1	1	1
ENSG00000137815	2	1	2	2	2
ENSG00000164944	1	0	0	2	2
ENSG00000137817	0	1	1	4	4
ENSG00000137818	2	0	0	2	2
ENSG00000137819	4	4	4	4	4
ENSG00000172331	1	1	1	4	1
ENSG00000172336	2	1	1	1	1
ENSG00000127054	0	1	0	0	0
ENSG00000113328	2	2	2	2	2
ENSG00000173068	0	4	0	3	3
ENSG00000186103	4	-2	4	4	4
ENSG00000126903	2	1	1	1	1
ENSG00000131097	4	4	4	4	4
ENSG00000173065	2	-1	2	3	3
ENSG00000173064	1	4	4	4	4
ENSG00000113327	4	-2	4	4	4
ENSG00000129071	0	1	0	2	2
ENSG00000145700	1	4	4	4	4
ENSG00000145703	1	3	3	4	4
ENSG00000183559	4	4	4	4	4
ENSG00000085449	3	-2	3	3	3
ENSG00000082556	4	4	4	4	4
ENSG00000145708	4	4	4	4	4
ENSG00000166405	4	4	4	4	4
ENSG00000175426	4	4	4	4	4
ENSG00000125901	2	2	2	1	1
ENSG00000174483	2	-2	-2	-2	-2
ENSG00000125903	4	4	4	4	4
ENSG00000205208	2	1	1	1	1
ENSG00000174485	1	4	4	4	4
ENSG00000138092	2	0	2	2	2
ENSG00000138095	1	1	1	2	2
ENSG00000141469	4	4	4	4	4
ENSG00000267855	1	1	1	1	1
ENSG00000116661	4	1	4	4	4
ENSG00000132330	2	2	2	2	2
ENSG00000020129	1	0	0	0	0
ENSG00000179776	4	4	4	3	3
ENSG00000196407	4	-2	4	4	4
ENSG00000116668	1	1	1	4	4
ENSG00000149131	4	4	4	4	4
ENSG00000174500	4	0	4	4	4
ENSG00000113492	4	4	4	4	4
ENSG00000085999	1	1	1	1	1
ENSG00000085998	2	2	2	4	4
ENSG00000113494	4	4	4	4	4
ENSG00000080618	4	4	4	4	4
ENSG00000117139	3	3	3	3	3
ENSG00000110092	4	3	4	4	4
ENSG00000183888	4	-2	4	4	4
ENSG00000132639	4	0	4	4	4
ENSG00000004468	4	0	4	4	4
ENSG00000166407	4	2	4	4	4
ENSG00000164309	4	4	4	4	4
ENSG00000158874	4	0	4	4	4
ENSG00000137404	3	3	3	2	2
ENSG00000144119	4	4	4	4	4
ENSG00000144118	0	3	0	2	2
ENSG00000081692	2	1	1	1	1
ENSG00000171766	4	1	4	4	4
ENSG00000155111	1	1	1	4	4
ENSG00000150433	4	1	1	1	1
ENSG00000104671	2	2	2	2	2
ENSG00000155115	2	1	2	2	2
ENSG00000130638	2	2	2	2	2
ENSG00000172482	4	4	4	4	4
ENSG00000100316	3	3	3	3	3
ENSG00000100319	1	1	1	1	1
ENSG00000104679	2	4	2	2	2
ENSG00000204001	4	4	4	4	4
ENSG00000152219	2	1	2	2	2
ENSG00000151025	4	4	4	4	4
ENSG00000101336	4	4	4	4	4
ENSG00000147257	4	3	4	4	4
ENSG00000185344	1	4	1	2	2
ENSG00000147256	4	4	4	4	4
ENSG00000099958	4	4	4	4	4
ENSG00000238227	1	2	2	2	2
ENSG00000110675	4	4	4	4	4
ENSG00000198445	4	-2	4	4	4
ENSG00000156873	1	-1	1	1	1
ENSG00000178297	4	4	4	4	4
ENSG00000203780	0	1	0	0	0
ENSG00000203786	4	2	4	4	4
ENSG00000156876	1	-1	1	1	1
ENSG00000156875	2	0	0	2	2
ENSG00000185559	4	4	4	4	4
ENSG00000164050	2	4	4	4	4
ENSG00000164051	1	3	1	1	1
ENSG00000198730	2	2	2	2	2
ENSG00000164053	2	-2	2	2	2
ENSG00000164054	1	2	1	1	1
ENSG00000032742	2	1	2	0	0
ENSG00000178026	1	2	2	-2	2
ENSG00000178028	2	2	2	2	2
ENSG00000182687	0	-2	0	4	4
ENSG00000112812	4	0	4	4	4
ENSG00000128309	1	1	1	1	1
ENSG00000182934	2	1	2	2	2
ENSG00000103154	4	4	4	4	4
ENSG00000113396	4	4	4	4	4
ENSG00000198443	4	4	4	-2	4
ENSG00000161664	4	-2	4	4	4
ENSG00000100234	4	3	3	3	3
ENSG00000142867	3	2	3	0	0
ENSG00000064195	4	3	4	4	4
ENSG00000135439	4	-2	4	4	4
ENSG00000083123	1	2	2	2	2
ENSG00000160285	1	1	1	2	2
ENSG00000160284	0	2	2	4	4
ENSG00000160539	2	-2	2	2	2
ENSG00000185551	4	4	4	3	3
ENSG00000254834	4	-2	4	4	4
ENSG00000181016	4	4	4	4	4
ENSG00000165312	2	2	2	2	2
ENSG00000181013	4	-2	4	4	4
ENSG00000124253	4	4	4	4	4
ENSG00000198597	4	4	4	4	4
ENSG00000189350	4	4	4	4	4
ENSG00000168970	2	1	2	4	4
ENSG00000181019	1	1	1	1	1
ENSG00000076944	2	2	2	2	2
ENSG00000132881	1	-2	1	2	2
ENSG00000169245	4	1	4	4	4
ENSG00000189221	0	0	0	0	0
ENSG00000189227	2	2	2	2	2
ENSG00000167625	1	4	4	4	4
ENSG00000171962	0	0	0	0	0
ENSG00000171960	1	2	1	1	1
ENSG00000219607	4	4	4	4	4
ENSG00000130758	0	3	3	4	4
ENSG00000241945	2	2	2	2	2
ENSG00000075914	1	1	1	1	1
ENSG00000103375	4	4	4	4	4
ENSG00000169660	2	1	1	1	1
ENSG00000160752	2	-2	2	4	0
ENSG00000142192	3	3	3	2	2
ENSG00000100726	2	0	0	0	0
ENSG00000156299	4	4	4	4	4
ENSG00000156298	4	4	4	4	4
ENSG00000078098	0	4	0	2	2
ENSG00000120215	4	4	4	4	4
ENSG00000093072	4	-2	4	3	3
ENSG00000154447	3	0	3	4	4
ENSG00000232237	4	4	4	-2	4
ENSG00000168393	1	0	1	1	1
ENSG00000101333	0	3	3	3	3
ENSG00000168397	0	4	4	4	4
ENSG00000168395	1	1	1	4	4
ENSG00000197822	3	1	3	4	4
ENSG00000139372	2	2	2	2	2
ENSG00000196782	3	4	4	4	4
ENSG00000139370	2	2	2	2	2
ENSG00000092470	4	1	4	4	4
ENSG00000154035	1	-2	1	1	1
ENSG00000180425	1	1	1	2	2
ENSG00000179774	4	4	4	2	2
ENSG00000180423	1	1	1	0	1
ENSG00000179772	4	4	4	3	3
ENSG00000147251	4	2	4	4	4
ENSG00000167085	2	3	2	2	2
ENSG00000147255	4	4	4	4	4
ENSG00000131142	4	4	4	4	4
ENSG00000131143	1	2	1	1	1
ENSG00000103152	0	0	0	0	0
ENSG00000151470	1	1	1	4	4
ENSG00000123500	4	4	4	4	4
ENSG00000131148	1	1	1	1	1
ENSG00000131149	0	4	4	4	4
ENSG00000123505	3	3	3	3	3
ENSG00000151475	4	4	4	4	4
ENSG00000132141	1	-2	1	1	1
ENSG00000175548	2	-2	-2	-2	-2
ENSG00000149346	0	4	4	4	4
ENSG00000177352	2	2	2	2	2
ENSG00000156127	3	4	4	4	4
ENSG00000177354	4	4	4	4	4
ENSG00000178965	4	4	4	4	4
ENSG00000153187	2	2	2	1	1
ENSG00000167083	0	4	0	0	0
ENSG00000167080	4	4	4	4	4
ENSG00000167081	1	2	2	4	4
ENSG00000197768	4	4	4	-2	4
ENSG00000013523	2	2	2	2	2
ENSG00000171217	4	4	4	4	4
ENSG00000167088	2	2	2	2	2
ENSG00000111231	1	-2	1	1	1
ENSG00000135249	2	2	2	2	2
ENSG00000135248	4	0	0	1	1
ENSG00000147443	4	4	4	4	4
ENSG00000111237	2	1	2	0	0
ENSG00000166206	4	-2	4	4	4
ENSG00000135241	2	4	4	4	4
ENSG00000142046	4	4	4	4	4
ENSG00000135245	1	-2	1	1	1
ENSG00000142512	4	-2	-2	-2	-2
ENSG00000166971	0	1	0	3	3
ENSG00000166974	4	-1	4	3	3
ENSG00000064999	0	0	0	0	0
ENSG00000166979	2	0	0	4	4
ENSG00000068745	2	0	0	1	1
ENSG00000064995	1	0	0	0	0
ENSG00000179912	4	4	4	3	3
ENSG00000168539	4	4	4	4	4
ENSG00000168538	1	1	1	1	1
ENSG00000163257	1	-2	1	4	4
ENSG00000163704	4	4	4	4	4
ENSG00000184428	1	1	1	-2	1
ENSG00000163701	2	2	2	4	4
ENSG00000163703	0	1	0	2	2
ENSG00000163702	0	2	2	1	1
ENSG00000141965	2	1	2	2	2
ENSG00000055950	1	2	1	1	1
ENSG00000213977	2	2	2	2	2
ENSG00000055957	4	4	4	4	4
ENSG00000055955	0	4	0	0	0
ENSG00000092295	4	0	4	4	4
ENSG00000171346	2	4	4	4	4
ENSG00000141968	4	4	4	4	4
ENSG00000179300	4	4	4	4	4
ENSG00000043093	2	-2	2	4	4
ENSG00000062598	2	4	4	4	4
ENSG00000174891	2	4	2	2	2
ENSG00000136842	4	4	4	4	4
ENSG00000125531	4	3	3	0	0
ENSG00000259384	4	-2	-2	-2	-2
ENSG00000187474	4	4	4	-2	4
ENSG00000187122	4	4	4	4	4
ENSG00000184203	1	2	2	2	2
ENSG00000114770	2	1	2	4	4
ENSG00000114771	4	-2	4	4	4
ENSG00000118217	2	2	2	2	2
ENSG00000170734	1	1	1	4	4
ENSG00000114779	1	0	0	0	0
ENSG00000169877	4	0	4	4	4
ENSG00000115421	2	2	2	2	2
ENSG00000137216	2	4	2	1	1
ENSG00000115423	4	4	4	-2	4
ENSG00000115137	1	2	2	2	2
ENSG00000121481	2	1	2	4	4
ENSG00000148346	4	2	4	4	4
ENSG00000132549	1	-2	1	1	1
ENSG00000148344	4	4	4	4	4
ENSG00000115138	4	4	4	4	4
ENSG00000148343	1	2	1	1	1
ENSG00000148341	3	3	3	4	4
ENSG00000109586	2	2	2	4	4
ENSG00000173404	4	-2	4	4	4
ENSG00000205436	4	3	4	4	4
ENSG00000142513	4	4	4	4	4
ENSG00000174684	1	-2	1	1	1
ENSG00000047579	2	2	2	4	4
ENSG00000047578	0	4	4	4	4
ENSG00000135862	1	-2	1	1	1
ENSG00000173402	2	4	4	4	4
ENSG00000069696	4	4	4	-2	4
ENSG00000137210	2	2	2	1	1
ENSG00000157456	2	1	1	1	1
ENSG00000152977	4	4	4	4	4
ENSG00000166289	3	4	4	4	4
ENSG00000135638	4	4	4	4	4
ENSG00000157450	2	2	2	2	2
ENSG00000136448	1	2	1	1	1
ENSG00000157181	0	4	0	1	1
ENSG00000146618	4	4	4	4	4
ENSG00000157184	3	2	2	2	2
ENSG00000171345	0	0	0	4	4
ENSG00000165959	1	3	3	4	4
ENSG00000149527	4	4	4	4	4
ENSG00000136444	2	3	2	2	2
ENSG00000157869	1	-2	1	1	1
ENSG00000120694	2	1	1	1	1
ENSG00000141349	2	1	1	1	1
ENSG00000137714	2	2	2	2	2
ENSG00000137713	2	2	2	2	2
ENSG00000137710	3	0	3	4	4
ENSG00000133454	4	4	4	4	4
ENSG00000164532	2	1	1	1	1
ENSG00000138400	1	1	1	1	1
ENSG00000121075	4	4	4	4	4
ENSG00000164535	1	1	1	2	2
ENSG00000127990	2	4	2	1	1
ENSG00000267467	4	4	4	4	4
ENSG00000127993	1	1	1	1	1
ENSG00000162078	4	-2	4	4	4
ENSG00000137218	0	0	0	0	0
ENSG00000144410	4	-2	4	0	0
ENSG00000162076	1	4	4	4	4
ENSG00000166024	2	2	2	4	4
ENSG00000166750	3	3	3	-2	3
ENSG00000029993	2	4	-2	2	-2
ENSG00000162073	3	1	3	3	3
ENSG00000173218	1	3	3	0	0
ENSG00000186352	1	1	1	0	1
ENSG00000108187	3	0	3	3	3
ENSG00000122012	4	4	4	4	4
ENSG00000173210	3	1	3	3	3
ENSG00000182810	2	1	1	1	1
ENSG00000254245	1	4	4	4	4
ENSG00000067167	3	4	3	2	2
ENSG00000164142	4	4	4	4	4
ENSG00000165480	2	2	2	1	1
ENSG00000146021	4	0	4	4	4
ENSG00000165487	2	2	2	2	2
ENSG00000178235	4	3	4	4	4
ENSG00000164284	2	2	2	2	2
ENSG00000164287	4	-2	4	4	4
ENSG00000184840	2	2	2	2	2
ENSG00000164283	1	4	1	1	1
ENSG00000100442	3	1	1	1	1
ENSG00000206013	4	4	4	4	4
ENSG00000100784	1	2	2	2	2
ENSG00000120693	3	4	4	4	4
ENSG00000212734	1	1	1	-2	1
ENSG00000005381	4	4	4	4	4
ENSG00000165568	2	4	4	4	4
ENSG00000166573	4	4	4	4	4
ENSG00000108231	4	4	4	4	4
ENSG00000167889	4	4	4	4	4
ENSG00000117834	4	-2	4	4	4
ENSG00000139914	4	4	4	4	4
ENSG00000108239	3	2	3	3	3
ENSG00000080572	4	4	4	0	0
ENSG00000065717	4	4	4	4	4
ENSG00000204347	4	4	4	4	4
ENSG00000154188	4	3	4	4	4
ENSG00000204345	4	4	4	4	4
ENSG00000136937	1	1	1	4	4
ENSG00000158604	2	2	2	1	1
ENSG00000101782	3	2	3	1	1
ENSG00000125871	2	1	2	0	0
ENSG00000163254	4	-2	4	-2	-2
ENSG00000090920	4	4	4	4	4
ENSG00000086504	1	1	1	2	2
ENSG00000086506	4	4	4	4	4
ENSG00000135622	4	2	2	3	3
ENSG00000096996	4	4	4	4	4
ENSG00000163251	1	-2	1	1	1
ENSG00000124256	4	4	4	4	4
ENSG00000049323	1	2	2	4	4
ENSG00000256797	4	-2	4	4	4
ENSG00000225828	4	4	4	4	4
ENSG00000151117	4	4	4	4	4
ENSG00000151116	1	3	1	1	1
ENSG00000009724	4	4	4	4	4
ENSG00000099822	4	2	4	4	4
ENSG00000099821	2	4	2	2	2
ENSG00000107404	2	2	2	1	1
ENSG00000173083	1	-1	1	4	4
ENSG00000136931	4	1	4	4	4
ENSG00000101161	0	1	1	4	4
ENSG00000154760	2	4	4	4	4
ENSG00000196470	1	4	1	1	1
ENSG00000158467	1	0	1	1	1
ENSG00000154767	2	2	2	2	2
ENSG00000101166	2	-2	2	2	2
ENSG00000124177	2	2	2	4	4
ENSG00000108312	4	4	4	0	0
ENSG00000171773	4	4	4	4	4
ENSG00000124172	2	0	2	2	2
ENSG00000124171	4	4	4	4	4
ENSG00000159733	3	3	3	4	4
ENSG00000175213	1	-2	1	1	1
ENSG00000175215	3	4	3	3	3
ENSG00000175216	2	-2	2	2	2
ENSG00000234224	4	4	4	-2	4
ENSG00000130150	1	1	1	2	2
ENSG00000179546	4	4	4	4	4
ENSG00000140873	4	4	4	4	4
ENSG00000130158	1	1	1	3	3
ENSG00000013374	2	2	2	2	2
ENSG00000214226	4	-2	4	4	4
ENSG00000111802	1	2	1	1	1
ENSG00000180440	4	-2	4	4	4
ENSG00000196932	2	-2	2	1	1
ENSG00000112164	4	4	4	4	4
ENSG00000122378	4	2	4	4	4
ENSG00000129244	4	4	4	4	4
ENSG00000129245	2	-2	2	1	1
ENSG00000170791	0	4	4	4	4
ENSG00000174292	4	4	4	4	4
ENSG00000019169	4	4	4	4	4
ENSG00000072071	0	4	4	4	4
ENSG00000124313	4	-2	4	4	4
ENSG00000111424	4	3	4	4	4
ENSG00000120324	4	-2	4	4	4
ENSG00000197125	4	4	4	4	4
ENSG00000197122	3	3	3	4	4
ENSG00000197121	2	1	2	2	2
ENSG00000161835	3	4	3	3	3
ENSG00000204653	4	4	4	4	4
ENSG00000197128	1	-2	1	4	4
ENSG00000120329	4	-2	-2	-2	-2
ENSG00000169933	4	4	4	4	4
ENSG00000117305	1	2	2	2	2
ENSG00000121753	4	0	4	4	4
ENSG00000135525	4	4	4	4	4
ENSG00000185070	4	3	4	4	4
ENSG00000117308	2	3	2	2	2
ENSG00000179846	4	4	4	0	0
ENSG00000121898	4	4	4	4	4
ENSG00000121897	1	1	1	1	1
ENSG00000121895	1	4	4	4	4
ENSG00000006128	4	4	4	4	4
ENSG00000121892	2	0	0	0	0
ENSG00000213123	2	1	2	2	2
ENSG00000042445	1	2	1	1	1
ENSG00000156466	3	3	3	3	3
ENSG00000156467	2	4	2	2	2
ENSG00000110880	3	4	3	2	2
ENSG00000110881	4	-2	4	4	4
ENSG00000156463	1	3	3	4	4
ENSG00000039319	1	1	1	4	4
ENSG00000110888	1	0	0	0	0
ENSG00000156469	1	2	2	4	4
ENSG00000142657	2	-2	2	2	2
ENSG00000188687	4	4	4	4	4
ENSG00000075702	1	-2	1	1	1
ENSG00000087365	1	1	1	1	1
ENSG00000103522	4	4	4	4	4
ENSG00000176742	4	-2	4	4	4
ENSG00000103528	4	4	4	1	1
ENSG00000176749	1	4	1	3	3
ENSG00000174928	1	1	1	2	2
ENSG00000110080	1	1	1	2	2
ENSG00000143786	4	4	4	4	4
ENSG00000102921	1	2	2	0	0
ENSG00000156603	1	1	1	1	1
ENSG00000102924	4	4	4	4	4
ENSG00000198471	4	0	4	4	4
ENSG00000133393	2	2	2	2	2
ENSG00000134438	4	4	4	4	4
ENSG00000142186	2	2	2	2	2
ENSG00000109911	1	1	1	1	1
ENSG00000112214	4	4	4	4	4
ENSG00000142182	4	4	4	4	4
ENSG00000136938	3	4	3	2	2
ENSG00000109917	1	1	1	1	1
ENSG00000131351	1	1	1	1	1
ENSG00000109919	1	1	1	3	3
ENSG00000131355	4	-2	4	4	4
ENSG00000142188	2	2	2	3	3
ENSG00000112212	4	4	4	4	4
ENSG00000176563	0	0	0	0	0
ENSG00000139597	4	0	0	3	3
ENSG00000118680	2	1	2	2	2
ENSG00000176567	4	-2	4	4	4
ENSG00000176294	4	-2	4	4	4
ENSG00000123338	3	4	4	4	4
ENSG00000118689	4	0	0	0	0
ENSG00000178828	4	4	4	4	4
ENSG00000136872	4	4	4	4	4
ENSG00000136875	1	1	1	1	1
ENSG00000136874	2	2	2	4	4
ENSG00000110330	0	0	0	4	4
ENSG00000184210	4	-2	4	4	4
ENSG00000136878	1	2	1	1	1
ENSG00000178796	4	4	4	4	4
ENSG00000170989	4	4	4	3	3
ENSG00000178826	4	3	4	4	4
ENSG00000178795	4	4	4	4	4
ENSG00000163132	3	4	3	3	3
ENSG00000163131	3	4	3	3	3
ENSG00000168701	1	2	1	1	1
ENSG00000196935	2	1	2	4	4
ENSG00000168703	4	4	4	-2	4
ENSG00000163138	1	0	1	1	1
ENSG00000166562	2	2	2	2	2
ENSG00000188747	1	3	3	0	0
ENSG00000116525	1	0	1	1	1
ENSG00000244476	1	4	4	-2	4
ENSG00000182326	4	0	4	4	4
ENSG00000162664	2	4	2	2	2
ENSG00000182324	4	-2	4	4	4
ENSG00000087077	1	-2	1	2	2
ENSG00000185920	4	-2	4	4	4
ENSG00000166569	4	4	4	4	4
ENSG00000185924	4	1	1	0	0
ENSG00000108753	4	4	4	4	4
ENSG00000178055	4	4	4	4	4
ENSG00000108759	4	-2	4	4	4
ENSG00000115425	1	1	1	1	1
ENSG00000215717	3	3	3	2	2
ENSG00000204640	4	4	4	4	4
ENSG00000147133	2	-2	4	1	1
ENSG00000163399	3	3	3	4	4
ENSG00000163394	4	4	4	4	4
ENSG00000163395	4	4	4	4	4
ENSG00000163393	4	2	2	2	2
ENSG00000115306	3	4	3	0	0
ENSG00000115307	2	0	0	1	1
ENSG00000154553	2	1	2	0	0
ENSG00000071282	1	4	1	3	3
ENSG00000105258	2	-2	2	2	2
ENSG00000100433	4	4	4	4	4
ENSG00000151892	4	0	4	4	4
ENSG00000105251	4	4	4	4	4
ENSG00000105255	4	-2	4	4	4
ENSG00000105254	2	-2	2	0	0
ENSG00000114439	3	4	3	3	3
ENSG00000102104	4	0	4	4	4
