Gene	PHYPA	ORYSJ	MAIZE	Anc5	SOLTU	MEDTR	ARATH	Anc4	Anc3	Anc2	Anc1
AT3G21215	0	-1	-1	-1	3	3	3	3	3	3	3
AT3G07090	0	-1	-1	-1	3	3	3	3	3	3	3
AT5G05850	4	-1	-1	-1	3	3	3	3	3	3	3
AT5G37360	7	-1	-1	-1	3	3	3	3	3	3	3
AT3G19420	2	-1	-1	-1	3	3	3	3	3	3	3
AT3G11964	2	-1	-1	-1	3	3	3	3	3	3	3
AT4G25650	3	-1	-1	-1	3	3	3	3	3	3	3
AT4G30330	3	-1	-1	-1	3	3	3	3	3	3	3
AT1G50450	3	-1	-1	-1	3	3	3	3	3	3	3
AT3G15690	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G22640	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G35970	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G49020	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G49570	3	-1	-1	-1	3	3	3	3	3	3	3
AT1G56000	3	-1	-1	-1	3	3	3	3	3	3	3
AT4G23940	3	-1	-1	-1	3	3	3	3	3	3	3
AT1G10950	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G01590	3	-1	-1	-1	3	3	3	3	3	3	3
AT3G22980	3	-1	-1	-1	3	3	3	3	3	3	3
AT3G16290	3	-1	-1	-1	3	3	3	3	3	3	3
AT2G38140	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G56260	3	-1	-1	-1	3	3	3	3	3	3	3
AT1G67550	3	-1	-1	-1	3	3	3	3	3	3	3
AT4G02570	3	-1	-1	-1	3	3	3	3	3	3	3
AT4G03550	3	-1	-1	-1	3	3	3	3	3	3	3
AT3G06540	3	-1	-1	-1	3	3	3	3	3	3	3
AT1G03210	3	-1	-1	-1	3	3	3	3	3	3	3
AT5G05570	3	-1	-1	-1	0	3	3	3	3	3	3
AT5G41770	0	-1	-1	-1	0	3	3	3	3	3	3
AT1G20370	3	-1	-1	-1	-1	3	3	3	3	3	3
AT5G51200	3	-1	-1	-1	-1	3	3	3	3	3	3
AT5G58470	3	-1	-1	-1	-1	3	3	3	3	3	3
AT5G64580	3	-1	-1	-1	-1	3	3	3	3	3	3
AT3G11450	3	-1	-1	-1	-1	3	3	3	3	3	3
AT1G79560	3	-1	-1	-1	-1	3	3	3	3	3	3
AT3G07660	3	-1	-1	-1	-1	3	3	3	3	3	3
AT2G28290	3	-1	-1	-1	-1	3	3	3	3	3	3
AT1G48090	3	-1	-1	-1	1	3	3	3	3	3	3
AT4G19120	3	-1	-1	-1	4	3	3	3	3	3	3
AT3G06530	3	-1	-1	-1	4	3	3	3	3	3	3
AT1G31850	3	-1	-1	-1	4	3	3	3	3	3	3
AT5G21100	3	-1	-1	-1	2	3	3	3	3	3	3
AT2G26900	3	-1	-1	-1	2	3	3	3	3	3	3
AT5G26680	2	-1	-1	-1	2	3	3	3	3	3	3
OG13575_1	-1	-1	-1	-1	2	3	-1	3	3	3	3
OG6684_2	-1	-1	-1	-1	2	3	-1	3	3	3	3
OG15537_1	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG15601_1	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG7131_2	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG4711_2	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG312_3	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG2437_3	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG2175_3	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG2031_2	-1	-1	-1	-1	3	3	-1	3	3	3	3
OG3484_2	-1	-1	-1	-1	4	3	-1	3	3	3	3
OG4742_2	-1	-1	-1	-1	4	3	-1	3	3	3	3
OG806_3	-1	-1	-1	-1	4	3	-1	3	3	3	3
OG6712_2	-1	-1	-1	-1	4	3	-1	3	3	3	3
OG10416_1	-1	-1	-1	-1	4	3	-1	3	3	3	3
OG6144_1	0	-1	-1	-1	4	3	-1	3	3	3	3
OG496_3	0	-1	-1	-1	3	3	-1	3	3	3	3
OG3810_1	0	-1	-1	-1	3	3	-1	3	3	3	3
AT1G68750	-1	-1	-1	-1	3	3	4	3	3	3	3
AT3G02490	-1	-1	-1	-1	3	3	4	3	3	3	3
AT5G06340	-1	-1	-1	-1	3	3	4	3	3	3	3
AT4G15280	-1	-1	-1	-1	3	3	4	3	3	3	3
AT3G20890	-1	-1	-1	-1	3	3	4	3	3	3	3
AT2G29200	-1	-1	-1	-1	3	3	4	3	3	3	3
AT3G05130	-1	-1	-1	-1	3	3	4	3	3	3	3
AT4G26570	-1	-1	-1	-1	3	3	4	3	3	3	3
AT2G42570	-1	-1	-1	-1	3	3	4	3	3	3	3
AT2G39580	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT5G18650	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT2G44750	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT4G02850	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT2G35830	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT1G76940	-1	-1	-1	-1	-1	3	4	3	3	3	3
AT5G06770	-1	-1	-1	-1	4	3	4	3	3	3	3
AT3G19670	-1	-1	-1	-1	0	3	4	3	3	2	3
AT5G23990	-1	-1	-1	-1	0	3	4	3	3	3	3
ATCG00420	-1	-1	-1	-1	0	3	4	3	3	3	3
AT1G26190	-1	-1	-1	-1	0	3	4	3	3	3	3
AT1G44130	-1	-1	-1	-1	3	3	1	3	3	3	3
AT5G04270	-1	-1	-1	-1	3	0	1	3	3	3	3
AT5G14930	-1	-1	-1	-1	3	6	6	3	3	3	3
OG2878_1	-1	-1	-1	-1	3	2	-1	3	3	3	3
AT5G45650	-1	-1	-1	-1	3	2	3	3	3	3	3
AT2G30720	3	-1	-1	-1	3	2	3	3	3	3	3
AT3G13772	3	-1	-1	-1	3	-1	3	3	3	3	3
AT3G57790	0	-1	-1	-1	3	-1	3	3	3	3	3
AT5G39500	0	-1	-1	-1	3	-1	3	3	3	3	3
AT2G19670	0	-1	-1	-1	3	-1	3	3	3	3	3
AT2G45740	-1	-1	-1	-1	3	-1	3	3	3	3	7
AT1G17730	-1	-1	-1	-1	3	-1	4	3	3	3	3
AT4G19170	-1	-1	-1	-1	3	-1	2	3	3	3	3
AT4G32285	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT4G35100	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G19450	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT5G41260	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT5G46860	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT5G50580	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT2G43160	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT5G57850	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G61870	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT4G18030	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT2G45140	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT3G13720	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT4G30310	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT3G48050	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT3G25820	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT3G18420	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT3G25700	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G77840	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G23440	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT5G16370	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G09300	-1	-1	-1	-1	3	-1	3	3	3	3	3
AT1G35670	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT1G31860	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT2G04280	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT2G28080	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT1G27430	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT1G08880	-1	-1	-1	-1	4	-1	3	3	3	3	3
AT4G37120	-1	-1	-1	-1	2	-1	2	3	3	3	3
AT1G17470	-1	-1	-1	-1	2	-1	3	3	3	3	3
AT1G54690	-1	-1	-1	-1	2	0	3	3	3	3	3
AT1G32490	-1	-1	-1	-1	3	0	3	3	3	3	3
AT4G18070	-1	-1	-1	-1	3	0	3	3	3	3	3
AT5G62190	-1	-1	-1	-1	3	0	3	3	3	3	3
AT4G24730	-1	-1	-1	-1	3	0	3	3	3	3	3
AT3G26560	-1	-1	-1	-1	3	0	3	3	3	3	3
AT2G12400	-1	-1	-1	-1	3	0	3	3	3	3	3
AT4G34920	4	-1	-1	-1	3	0	3	3	3	3	3
AT1G67750	4	-1	-1	-1	3	0	3	3	3	3	3
AT2G20010	4	-1	-1	-1	3	4	3	3	3	3	3
AT1G33320	4	-1	-1	-1	2	3	0	3	3	3	3
AT5G44316	0	-1	-1	-1	3	3	0	3	3	3	7
AT2G01090	3	-1	-1	-1	3	3	0	3	3	3	3
AT3G62840	0	-1	-1	-1	3	3	0	3	3	3	3
AT5G45640	-1	-1	-1	-1	3	3	0	3	3	3	3
AT3G27860	-1	-1	-1	-1	3	3	0	3	3	3	3
AT1G10460	-1	-1	-1	-1	1	3	0	3	3	3	3
AT5G11440	-1	-1	-1	-1	3	4	0	3	3	2	3
AT2G18420	-1	-1	-1	-1	3	4	0	3	3	3	3
OG10416_2	-1	-1	-1	-1	3	4	-1	3	3	3	3
OG5214_2	-1	-1	-1	-1	3	4	-1	3	3	3	3
OG5788_2	0	-1	-1	-1	3	4	-1	3	3	3	3
OG1344_3	3	-1	-1	-1	3	4	-1	3	3	3	3
OG4026_2	3	-1	-1	-1	3	4	-1	3	3	3	3
OG2890_1	3	-1	-1	-1	3	4	-1	3	3	3	3
OG5212_2	3	-1	-1	-1	3	4	-1	3	3	3	3
OG4763_2	3	-1	-1	-1	3	4	-1	3	3	3	3
OG8339_1	3	-1	-1	-1	3	-1	-1	3	3	3	3
OG1153_1	3	-1	-1	-1	3	-1	-1	3	3	3	3
OG2045_2	3	-1	-1	-1	3	3	-1	3	3	3	3
OG578_1	7	-1	-1	-1	3	0	-1	3	3	3	3
AT4G03330	3	-1	-1	-1	3	0	4	3	3	3	3
AT1G05385	3	-1	-1	-1	3	3	4	3	3	3	3
AT2G12550	3	-1	-1	-1	3	3	4	3	3	3	3
AT4G26160	3	-1	-1	-1	3	-1	4	3	3	3	3
AT1G71230	3	-1	-1	-1	3	-1	4	3	3	3	3
AT5G57815	3	-1	-1	-1	3	-1	4	4	3	3	3
ATMG00080	3	-1	-1	-1	4	-1	4	3	3	3	3
DUMMY1028	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G14490	1	-1	-1	-1	1	-1	0	4	4	1	1
AT1G19220	1	-1	-1	-1	1	-1	0	4	4	1	1
AT2G01440	1	-1	-1	-1	1	0	1	4	4	1	1
AT1G13770	1	-1	-1	-1	4	0	1	4	4	1	1
AT5G17610	1	-1	-1	-1	4	-1	1	4	4	1	1
AT1G76380	-1	-1	-1	-1	4	-1	1	4	4	1	1
AT2G38480	-1	-1	-1	-1	4	-1	4	4	4	4	1
AT4G37820	-1	-1	-1	-1	4	2	4	4	4	4	1
AT1G49400	-1	-1	-1	-1	4	4	4	4	4	4	1
AT1G69010	-1	-1	-1	-1	4	4	4	4	4	1	1
AT1G13360	-1	-1	-1	-1	4	0	4	4	4	1	1
AT1G24160	-1	-1	-1	-1	4	-1	4	4	4	1	1
AT3G61600	-1	-1	-1	-1	4	-1	4	4	4	1	1
AT4G33050	-1	-1	-1	-1	4	-1	4	4	4	1	1
AT3G14075	-1	-1	-1	-1	4	-1	4	4	4	1	1
AT4G27740	-1	-1	-1	-1	7	-1	4	4	4	1	1
AT4G27745	-1	-1	-1	-1	0	1	4	4	4	1	1
AT1G29820	-1	-1	-1	-1	0	4	4	4	4	1	1
AT1G70100	-1	-1	-1	-1	0	4	4	4	4	1	1
AT4G17090	1	-1	-1	-1	0	4	4	4	4	1	1
AT1G58250	1	-1	-1	-1	0	4	4	4	4	1	1
AT5G49700	1	-1	-1	-1	0	-1	4	4	4	1	1
AT3G26950	1	-1	-1	-1	0	0	4	4	4	1	1
AT5G24740	1	-1	-1	-1	0	0	4	4	4	1	1
AT5G66180	1	-1	-1	-1	0	0	4	4	4	1	1
AT2G43040	1	-1	-1	-1	0	0	4	4	4	1	1
AT1G13560	1	-1	-1	-1	-1	0	4	4	4	1	1
AT1G11780	1	-1	-1	-1	-1	4	4	4	4	4	1
AT4G30990	1	-1	-1	-1	-1	4	4	4	4	4	1
AT3G27460	1	-1	-1	-1	-1	4	4	4	4	4	1
AT4G16444	1	-1	-1	-1	-1	4	4	4	4	1	1
AT5G12430	1	-1	-1	-1	-1	4	4	4	4	1	1
AT5G59960	1	-1	-1	-1	-1	4	4	4	4	1	1
AT3G08505	1	-1	-1	-1	-1	4	4	4	4	1	1
AT1G45688	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT2G17030	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT4G36660	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT4G07950	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT5G62500	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT3G56370	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT2G47070	-1	-1	-1	-1	-1	4	4	4	4	1	1
AT2G46780	3	-1	-1	-1	-1	4	4	4	4	1	1
AT3G24040	0	-1	-1	-1	-1	4	4	4	4	1	1
AT3G51100	0	-1	-1	-1	4	4	4	4	4	1	1
AT1G06790	1	-1	-1	-1	4	4	4	4	4	1	1
AT3G50860	1	-1	-1	-1	4	4	4	4	4	1	1
AT4G31115	1	-1	-1	-1	4	4	4	4	4	1	1
AT2G29900	1	-1	-1	-1	4	4	4	4	4	1	1
AT4G03210	1	-1	-1	-1	4	4	4	4	4	4	1
AT5G51130	1	-1	-1	-1	4	4	4	4	4	4	1
AT1G75980	1	-1	-1	-1	4	4	4	4	4	4	1
AT1G18720	1	-1	-1	-1	4	-1	4	4	4	4	1
AT1G66340	1	-1	-1	-1	4	-1	4	4	4	1	1
AT3G10070	1	-1	-1	-1	4	4	1	4	4	1	1
AT1G36990	1	-1	-1	-1	0	4	1	4	4	1	1
AT3G07370	1	-1	-1	-1	0	4	0	4	4	1	1
AT2G15560	1	-1	-1	-1	4	4	0	4	4	1	1
AT1G21651	1	-1	-1	-1	4	4	0	4	4	1	1
AT2G32020	-1	-1	-1	-1	4	4	0	4	4	1	1
AT4G23610	-1	-1	-1	-1	4	4	0	4	4	1	1
AT1G65720	-1	-1	-1	-1	1	4	0	4	4	1	1
AT5G17630	-1	-1	-1	-1	1	4	0	4	4	1	1
AT4G11110	-1	-1	-1	-1	1	4	0	4	4	1	1
AT1G61640	-1	-1	-1	-1	1	4	0	4	4	1	1
OG6865_1	-1	-1	-1	-1	1	4	-1	4	4	1	1
OG4313_2	-1	-1	-1	-1	4	4	-1	4	4	1	1
OG4860_1	-1	-1	-1	-1	4	4	-1	4	4	1	1
OG2988_3	-1	-1	-1	-1	4	4	-1	4	4	1	1
OG1551_1	-1	-1	-1	-1	4	4	-1	4	4	1	1
AT3G19640	-1	-1	-1	-1	4	4	1	4	4	1	1
AT5G19080	-1	-1	-1	-1	-1	4	1	4	1	1	1
AT4G33810	-1	-1	-1	-1	-1	4	1	4	4	1	1
AT2G36200	-1	-1	-1	-1	-1	4	1	4	4	1	1
AT4G14740	-1	-1	-1	-1	-1	1	1	4	4	1	1
AT1G48270	-1	-1	-1	-1	1	1	1	4	4	1	1
DUMMY1029	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
OG13426_1	-1	0	2	7	7	-1	-1	-1	7	7	7
OG1488_2	7	0	0	7	7	-1	-1	-1	7	7	7
OG5816_1	7	0	-1	7	7	-1	-1	-1	7	7	7
OG5405_2	3	2	-1	7	7	-1	-1	-1	7	7	7
OG4302_2	3	7	-1	7	7	-1	-1	-1	7	7	7
OG4732_2	3	7	0	7	7	-1	-1	-1	7	7	7
OG4626_1	0	7	0	7	7	-1	-1	-1	7	7	7
OG720_1	0	2	0	7	7	-1	-1	-1	7	7	7
OG3155_1	7	7	0	7	7	-1	-1	-1	7	7	7
OG4678_2	7	7	2	7	7	-1	-1	-1	7	7	7
OG1196_2	7	7	2	7	7	-1	-1	-1	7	7	7
OG3660_2	7	7	7	7	7	-1	-1	-1	7	7	7
OG6406_1	7	7	7	7	7	-1	-1	-1	7	7	7
OG674_1	7	7	7	7	7	-1	-1	-1	7	7	7
OG4662_2	7	7	7	7	7	-1	-1	-1	7	7	7
OG4458_2	7	7	7	7	7	-1	-1	-1	7	7	7
OG996_1	7	7	7	7	7	-1	-1	7	7	7	7
OG3377_1	7	7	7	7	7	-1	-1	7	7	7	7
OG1247_1	7	7	-1	7	7	-1	-1	-1	7	7	7
OG3017_1	7	7	-1	7	2	-1	-1	-1	7	7	7
OG5686_1	-1	7	0	7	2	-1	-1	-1	7	7	7
OG13472_1	-1	7	0	7	3	-1	-1	-1	7	7	7
OG517_1	-1	7	-1	7	1	-1	-1	-1	7	7	7
OG931_1	-1	7	-1	7	7	-1	-1	-1	7	7	7
OG13546_1	-1	7	7	7	7	-1	-1	-1	7	7	7
OG1440_2	-1	7	7	7	7	-1	-1	-1	7	7	7
OG6645_2	-1	7	7	7	7	-1	-1	-1	7	7	7
OG4762_2	-1	7	7	7	7	-1	-1	-1	7	7	7
OG5484_2	-1	7	7	7	0	-1	-1	-1	7	7	7
OG1193_3	-1	7	7	7	6	-1	-1	-1	7	7	7
OG4569_2	-1	7	7	7	2	-1	-1	-1	7	7	7
OG3649_2	-1	7	7	7	2	-1	-1	-1	7	7	7
OG2503_1	2	7	7	7	7	-1	-1	-1	7	7	7
OG2501_1	3	7	7	7	7	-1	-1	-1	7	7	7
OG5529_2	3	-1	7	7	7	-1	-1	-1	7	7	7
OG5863_2	-1	-1	7	7	7	-1	-1	-1	7	7	7
OG6490_2	-1	-1	7	7	7	-1	-1	-1	7	7	7
OG6702_2	-1	-1	7	7	7	-1	-1	-1	7	7	7
OG6586_2	-1	-1	7	7	7	-1	-1	-1	7	7	7
OG5620_2	7	-1	7	7	7	-1	-1	-1	7	7	7
OG637_1	7	-1	7	7	7	-1	-1	-1	7	7	7
OG4597_2	7	-1	7	7	7	-1	-1	-1	7	7	7
OG3302_1	7	-1	7	7	7	-1	-1	-1	7	7	7
OG674_2	0	-1	7	7	7	-1	-1	7	7	7	7
OG4075_2	2	-1	3	7	7	-1	-1	-1	7	7	7
OG4249_2	-1	-1	3	7	2	-1	-1	-1	7	7	7
OG4345_2	-1	-1	7	7	2	-1	-1	-1	7	7	7
OG4062_2	0	-1	2	7	2	-1	-1	-1	7	7	7
DUMMY1030	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT5G16910	2	2	2	2	4	3	2	3	2	2	2
AT1G21690	2	2	2	2	2	3	2	3	2	2	2
AT2G36230	2	2	2	2	2	3	3	3	2	2	2
AT3G01800	2	2	2	2	2	3	3	3	2	2	2
AT1G16870	2	2	2	2	2	3	3	3	2	2	2
AT4G22220	2	2	1	2	2	3	3	3	2	2	2
AT2G05620	2	2	4	2	2	3	3	3	2	2	2
AT5G58110	2	2	2	2	-1	3	3	3	2	2	2
AT2G16760	-1	2	2	2	2	3	3	3	2	2	2
AT3G06300	-1	2	2	2	2	3	3	3	2	2	2
AT5G26030	-1	2	2	2	2	3	3	3	2	2	2
AT2G25910	-1	2	2	2	2	3	3	3	2	2	2
AT5G66860	-1	2	2	2	2	3	2	3	2	2	2
AT5G57000	-1	2	2	2	2	3	2	3	2	2	2
AT5G05380	0	2	2	2	2	3	0	3	2	2	2
AT3G17750	0	2	2	2	2	3	4	3	2	2	2
AT1G58370	0	2	0	2	2	3	3	3	2	2	2
AT4G32760	-1	2	0	2	2	3	3	3	2	2	2
AT4G34290	3	2	0	2	2	3	3	3	2	2	2
AT3G52900	-1	2	0	2	2	3	1	3	2	2	2
AT3G57280	-1	1	-1	2	1	3	3	3	2	2	2
AT5G11950	-1	1	3	2	2	3	3	3	2	2	2
AT4G33580	-1	1	2	2	2	3	3	3	2	2	2
AT1G31817	-1	0	2	2	2	4	3	3	2	2	2
AT5G11580	-1	0	2	2	2	4	3	3	2	2	2
AT5G55670	2	0	2	2	2	4	3	3	2	2	2
AT2G03120	2	0	2	2	2	3	3	3	2	2	2
AT2G33630	2	0	2	2	1	3	3	3	2	2	2
AT1G29410	2	0	2	2	2	3	4	3	2	2	2
AT4G14890	4	0	2	2	2	3	4	3	2	2	2
OG2276_1	-1	0	2	2	2	3	-1	3	2	2	2
AT5G54000	-1	0	2	2	0	3	0	3	2	2	2
DUMMY1031	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT2G22570	-1	-1	-1	-1	2	2	2	2	2	2	3
AT3G51880	-1	-1	-1	-1	2	2	2	2	2	2	3
AT1G19530	3	-1	-1	-1	2	4	2	2	2	2	3
AT3G10420	3	-1	-1	-1	2	4	2	2	2	2	3
AT4G00170	3	-1	-1	-1	2	-1	2	2	2	2	3
AT2G36835	3	-1	-1	-1	2	2	2	2	2	2	3
AT4G28770	3	-1	-1	-1	2	2	2	2	2	2	3
AT2G46000	3	-1	-1	-1	2	2	2	2	2	2	3
AT5G01260	3	-1	-1	-1	-1	2	2	2	2	2	3
AT4G01860	1	-1	-1	-1	-1	2	2	2	2	2	1
AT2G45730	1	-1	-1	-1	2	2	2	2	2	2	1
AT2G30520	1	-1	-1	-1	2	2	2	2	2	2	1
AT1G76990	1	-1	-1	-1	2	-1	2	2	2	2	4
AT1G28510	-1	-1	-1	-1	2	2	2	2	2	2	4
AT3G20800	4	-1	-1	-1	2	2	2	2	2	2	4
AT4G39920	4	-1	-1	-1	2	2	2	2	2	2	4
AT1G26640	4	-1	-1	-1	2	2	2	2	2	2	4
AT2G16460	4	-1	-1	-1	0	2	2	2	2	2	4
AT1G48120	4	-1	-1	-1	0	2	4	2	2	2	4
AT3G04760	0	-1	-1	-1	0	2	2	2	2	2	4
AT5G19930	0	-1	-1	-1	0	2	2	2	2	2	2
AT1G68760	0	-1	-1	-1	0	2	3	2	2	2	2
AT4G02725	0	-1	-1	-1	0	2	4	2	2	2	2
AT3G18760	0	-1	-1	-1	4	2	4	2	2	2	2
AT4G14270	0	-1	-1	-1	4	2	4	2	2	2	2
AT3G26600	0	-1	-1	-1	2	2	4	2	2	2	2
AT2G30330	0	-1	-1	-1	2	2	4	2	2	2	2
AT2G01755	4	-1	-1	-1	2	2	4	2	2	2	2
AT1G12380	0	-1	-1	-1	2	-1	4	2	2	2	2
AT4G35240	-1	-1	-1	-1	4	-1	4	2	2	2	2
AT4G22770	-1	-1	-1	-1	4	2	4	2	2	2	2
AT2G17230	-1	-1	-1	-1	4	2	0	2	2	2	2
AT3G05290	-1	-1	-1	-1	-1	2	4	2	2	2	4
AT1G18610	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT5G07290	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT1G24430	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT4G17070	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT3G27200	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT3G26960	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT1G22180	-1	-1	-1	-1	-1	2	4	2	2	2	2
AT5G10350	-1	-1	-1	-1	2	2	4	2	2	2	2
AT5G20040	-1	-1	-1	-1	2	2	4	2	2	2	2
AT4G14540	-1	-1	-1	-1	2	2	4	2	2	2	2
AT3G24420	-1	-1	-1	-1	2	2	4	2	2	2	2
AT1G30270	-1	-1	-1	-1	2	2	4	2	2	2	2
AT2G03200	-1	-1	-1	-1	0	2	4	2	2	2	2
AT5G60520	-1	-1	-1	-1	0	2	4	2	2	2	2
AT5G53540	-1	-1	-1	-1	0	2	4	2	2	2	2
AT5G07000	-1	-1	-1	-1	0	2	4	4	2	2	2
AT3G29400	-1	-1	-1	-1	0	2	4	2	2	2	3
AT4G35950	-1	-1	-1	-1	2	0	4	2	2	2	3
AT3G48440	-1	-1	-1	-1	2	0	4	2	2	2	2
AT2G44970	2	-1	-1	-1	2	0	4	2	2	2	2
AT4G00990	2	-1	-1	-1	-1	0	4	2	2	2	2
AT4G25440	2	-1	-1	-1	-1	-1	4	2	2	2	2
AT1G70610	2	-1	-1	-1	-1	2	4	2	2	2	2
AT3G23530	3	-1	-1	-1	-1	0	4	2	2	2	2
AT3G16785	0	-1	-1	-1	-1	4	4	2	2	2	2
AT5G51050	2	-1	-1	-1	-1	4	4	2	2	2	2
AT1G55290	-1	-1	-1	-1	-1	4	4	2	2	2	2
AT1G55750	-1	-1	-1	-1	-1	4	4	2	2	2	3
AT1G02810	-1	-1	-1	-1	-1	2	2	2	2	2	6
AT4G02330	-1	-1	-1	-1	-1	2	2	2	2	2	6
AT4G37880	0	-1	-1	-1	-1	2	2	2	2	2	6
AT1G19370	4	-1	-1	-1	-1	-1	2	2	2	2	2
AT3G12070	2	-1	-1	-1	-1	-1	1	2	2	2	2
AT1G02475	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT1G20816	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT5G41940	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT4G27060	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT1G17070	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT3G03010	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT3G03330	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT3G13070	2	-1	-1	-1	-1	-1	2	2	2	2	2
AT4G02390	2	-1	-1	-1	-1	0	2	2	2	2	2
AT1G77540	2	-1	-1	-1	-1	0	2	2	2	2	2
AT1G16520	2	-1	-1	-1	-1	2	2	2	2	2	2
AT3G04340	2	-1	-1	-1	-1	2	2	2	2	2	2
AT3G05630	2	-1	-1	-1	-1	2	2	2	2	2	2
AT1G76630	2	-1	-1	-1	-1	2	2	2	2	2	2
AT4G33080	2	-1	-1	-1	-1	2	2	2	2	2	2
AT4G04850	2	-1	-1	-1	-1	2	2	2	2	2	2
AT1G63810	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G55300	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G54380	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G53860	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G24350	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G20060	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G05680	2	-1	-1	-1	-1	2	2	2	2	2	2
AT5G01400	2	-1	-1	-1	-1	2	2	2	2	2	2
AT4G36440	2	-1	-1	-1	-1	2	2	2	2	2	2
AT4G29380	2	-1	-1	-1	4	2	2	2	2	2	2
AT5G20935	2	-1	-1	-1	4	2	2	2	2	2	2
AT3G12270	2	-1	-1	-1	4	2	2	2	2	2	2
AT4G17410	2	-1	-1	-1	-1	2	0	2	2	2	2
OG6811_2	2	-1	-1	-1	-1	4	-1	2	2	2	2
OG7214_2	2	-1	-1	-1	-1	4	-1	2	2	2	2
OG5882_2	1	-1	-1	-1	-1	2	-1	2	2	2	2
OG11278_1	2	-1	-1	-1	-1	2	-1	2	2	2	2
OG4745_2	2	-1	-1	-1	-1	2	-1	2	2	2	2
OG4361_2	2	-1	-1	-1	-1	2	-1	2	2	2	2
OG922_2	2	-1	-1	-1	-1	2	-1	2	2	2	2
OG7634_1	2	-1	-1	-1	-1	2	-1	2	2	2	2
