Gene	homo_sapiens	rattus_norvegicus	Anc4	bos_taurus	Anc3
DUMMY127	-100	-100	-100	-100	-100
ENSG00000058085	2	1	1	5	5
ENSG00000145982	2	1	1	5	5
ENSG00000108797	2	1	1	5	5
ENSG00000132694	2	1	1	5	5
ENSG00000138032	2	1	1	5	5
ENSG00000141367	2	1	1	5	5
ENSG00000143375	2	1	1	5	5
ENSG00000204130	2	1	1	5	5
ENSG00000100350	2	1	1	5	5
ENSG00000215845	2	1	1	5	5
ENSG00000181856	2	1	1	5	5
ENSG00000179674	2	1	1	5	5
ENSG00000173040	2	1	1	5	5
ENSG00000171492	2	1	1	5	5
ENSG00000170325	2	1	1	5	5
DUMMY128	-100	-100	-100	-100	-100
ENSG00000055211	2	1	1	3	3
ENSG00000164031	2	1	1	3	3
ENSG00000164944	2	1	1	3	3
ENSG00000169740	2	1	1	3	3
ENSG00000100147	2	1	1	3	3
ENSG00000104131	2	1	1	3	3
ENSG00000138614	2	1	1	3	3
ENSG00000160570	2	1	1	3	3
ENSG00000185420	2	1	1	3	3
ENSG00000100605	2	1	1	3	3
ENSG00000183696	2	1	1	3	3
ENSG00000069849	2	1	1	3	3
ENSG00000174177	2	1	1	3	3
ENSG00000118640	2	1	1	3	3
ENSG00000169981	2	1	1	3	3
ENSG00000116649	2	1	1	3	3
DUMMY129	-100	-100	-100	-100	-100
ENSG00000099942	3	3	3	1	1
ENSG00000164136	3	3	3	1	1
ENSG00000103995	3	3	3	1	1
ENSG00000156958	3	3	3	1	1
ENSG00000108774	3	3	3	1	1
ENSG00000134470	3	3	3	1	1
ENSG00000146263	3	3	3	1	1
ENSG00000197713	3	3	3	1	1
ENSG00000119185	3	3	3	1	1
ENSG00000176393	3	3	3	1	1
ENSG00000100429	3	3	3	1	1
DUMMY130	-100	-100	-100	-100	-100
ENSG00000010292	4	2	2	2	2
ENSG00000145391	4	2	2	2	2
ENSG00000183258	4	2	2	2	2
ENSG00000181704	4	2	2	2	2
ENSG00000105393	4	2	2	2	2
ENSG00000140740	4	2	2	2	2
ENSG00000143418	4	2	2	2	2
ENSG00000214367	4	2	2	2	2
ENSG00000259494	4	2	2	2	2
ENSG00000124198	4	2	2	2	2
ENSG00000188906	4	2	2	2	2
ENSG00000100442	4	2	2	2	2
DUMMY133	-100	-100	-100	-100	-100
ENSG00000050730	2	5	2	1	1
ENSG00000196535	2	5	2	1	1
ENSG00000169398	2	5	2	1	1
ENSG00000168439	2	5	2	1	1
ENSG00000112659	2	5	2	1	1
ENSG00000054148	2	5	2	1	1
ENSG00000106400	2	5	2	1	1
ENSG00000108061	2	5	2	1	1
ENSG00000143373	2	5	2	1	1
ENSG00000143479	2	5	2	1	1
ENSG00000144554	2	5	2	1	1
ENSG00000172572	2	5	2	1	1
ENSG00000119321	2	5	2	1	1
DUMMY134	-100	-100	-100	-100	-100
ENSG00000013561	3	1	3	3	3
ENSG00000184898	3	1	3	3	3
ENSG00000189050	3	1	3	3	3
ENSG00000130307	3	1	3	3	3
ENSG00000119707	3	1	3	3	3
ENSG00000160200	3	1	3	3	3
ENSG00000120519	3	1	3	3	3
ENSG00000171530	3	1	3	3	3
ENSG00000124172	3	1	3	3	3
ENSG00000183527	3	1	3	3	3
ENSG00000187049	3	1	3	3	3
ENSG00000129810	3	1	3	3	3
ENSG00000105887	3	1	3	3	3
ENSG00000108559	3	1	3	3	3
ENSG00000135828	3	1	3	3	3
ENSG00000083838	3	1	3	3	3
ENSG00000147853	3	1	3	3	3
ENSG00000100138	3	1	3	3	3
ENSG00000138092	3	1	3	3	3
ENSG00000067596	3	1	3	3	3
ENSG00000140521	3	1	3	3	3
ENSG00000096717	3	1	3	3	3
DUMMY137	-100	-100	-100	-100	-100
ENSG00000076258	2	3	3	4	4
ENSG00000167862	2	3	3	4	4
ENSG00000169609	2	3	3	4	4
ENSG00000170638	2	3	3	4	4
ENSG00000097021	2	3	3	4	4
ENSG00000132801	2	3	3	4	4
ENSG00000177707	2	3	3	4	4
ENSG00000123358	2	3	3	4	4
ENSG00000126088	2	3	3	4	4
ENSG00000185630	2	3	3	4	4
ENSG00000196455	2	3	3	4	4
ENSG00000124787	2	3	3	4	4
DUMMY141	-100	-100	-100	-100	-100
ENSG00000011422	4	2	4	4	4
ENSG00000198435	4	2	4	4	4
ENSG00000162073	4	2	4	4	4
ENSG00000141753	4	2	4	4	4
ENSG00000168505	4	2	4	4	4
ENSG00000173210	4	2	4	4	4
ENSG00000174136	4	2	4	4	4
ENSG00000115694	4	2	4	4	4
ENSG00000182158	4	2	4	4	4
ENSG00000042753	4	2	4	4	4
DUMMY142	-100	-100	-100	-100	-100
ENSG00000040487	2	5	2	4	4
ENSG00000166313	2	5	2	4	4
ENSG00000162642	2	5	2	4	4
ENSG00000114738	2	5	2	4	4
ENSG00000133315	2	5	2	4	4
ENSG00000138135	2	5	2	4	4
ENSG00000142002	2	5	2	4	4
ENSG00000159842	2	5	2	4	4
ENSG00000172270	2	5	2	4	4
ENSG00000071282	2	5	2	4	4
ENSG00000125968	2	5	2	4	4
ENSG00000176749	2	5	2	4	4
ENSG00000172115	2	5	2	4	4
ENSG00000125945	2	5	2	4	4
DUMMY147	-100	-100	-100	-100	-100
ENSG00000006451	4	5	4	1	1
ENSG00000165626	4	5	4	1	1
ENSG00000137309	4	5	4	1	1
ENSG00000115306	4	5	4	1	1
ENSG00000077782	4	5	4	1	1
ENSG00000079432	4	5	4	1	1
ENSG00000082898	4	5	4	1	1
ENSG00000103540	4	5	4	1	1
ENSG00000106070	4	5	4	1	1
ENSG00000135052	4	5	4	1	1
ENSG00000126603	4	5	4	1	1
ENSG00000214026	4	5	4	1	1
ENSG00000198753	4	5	4	1	1
ENSG00000126368	4	5	4	1	1
ENSG00000144749	4	5	4	1	1
ENSG00000117114	4	5	4	1	1
DUMMY151	-100	-100	-100	-100	-100
